"basic_unit_id","code","synonym","notes","region_id","continent_id","place","id","botanical_country_id"
232,"438","","one of Kikladhes",4,1,"Astipalaia",155,123
29,"439","","",15,2,"Astove I.",156,8
29,"436","","",15,2,"Assumption I.",153,8
232,"437","","",4,1,"Astakidha",154,123
437,"434","","",27,4,"Asia Is.",151,240
44,"435","","",25,4,"Assam",152,22
235,"432","","",21,3,"Ash Shariquah",149,124
573,"433","","",29,5,"Ashmore Reef",150,353
201,"431","","",25,4,"Arunachal Pradesh",148,100
129,"1967","Shaanxi","",22,3,"Shensi",1674,61
130,"1960","","",22,3,"Shandong",1667,61
141,"1961","","",22,3,"Shanghai",1668,63
447,"2464","","",24,3,"Yome-jima",2162,249
427,"2465","","part of Sakishima-gunto",24,3,"Yonakuni",2163,231
289,"2466","","",24,3,"Fukue",2164,147
287,"2467","","",24,3,"Okushiri-to",2165,147
427,"2460","","",24,3,"Gaja-jima",2158,231
309,"2461","","",24,3,"Io-jima",2159,165
309,"2462","","",24,3,"Kita-io-jima",2160,165
468,"2228","","[Great Barrier Reef]",29,5,"Turtle I.",1935,269
574,"2229","","[W. Australia]",29,5,"Turtle I.",1936,353
526,"2226","","",46,8,"Turks Is.",1933,318
526,"2227","","U.K. Dependent Territory",46,8,"Turks-Caicos Is.",1934,318
538,"2224","","",18,3,"Turkmenistan",1931,324
538,"2225","Turkmenistan","",18,3,"Turkmeniya",1932,324
549,"2222","","excluding Turkey-in-Europe",20,3,"Turkey",1929,333
547,"2223","","",4,1,"Turkey-in-Europe",1930,331
478,"2220","","",5,1,"Tula",1927,278
548,"2221","","",6,2,"Tunisia",1928,332
235,"1","Abu Zabi;  United Arab Emirates","",21,3,"Abu Dhabi",1,124
540,"2088","Suvorov I.","",31,6,"Suwarrow I.",1795,326
516,"2089","","",1,1,"Svalbard",1796,310
288,"2082","","",24,3,"Sumisu-jima",1789,147
333,"2083","","",27,4,"Sunda",1790,176
333,"2080","","",27,4,"Sumba",1787,176
333,"2081","","",27,4,"Sumbawa",1788,176
540,"2086","","",31,6,"Suvorov I.",1793,326
427,"2087","","part of Tokara-retto",24,3,"Suwanose-jima",1794,231
298,"2084","Raoul I.","",30,5,"Sunday I.",1791,155
515,"2085","","",47,8,"Surinam",1792,309
231,"1832","","",1,1,"Rockall",1539,122
197,"1833","","",20,3,"Rhodos",1540,96
196,"1830","","",50,8,"Roca Catedral",1537,95
384,"1831","","",44,7,"Rocas Alijos",1538,209
474,"1836","","",4,1,"Romania",1543,274
517,"1837","","",46,8,"Roncador Cay",1544,311
473,"1834","","",15,2,"Rodrigues",1541,273
226,"1835","","",9,2,"Rolas Is.",1542,117
581,"1838","","one of Grenadines of Grenada",46,8,"Ronde",1545,356
104,"1839","","",49,8,"Rondônia",1546,48
536,"2154","","",42,7,"Texas",1861,322
537,"2155","","",26,4,"Thailand",1862,323
182,"939","Kapingamarangi","",33,6,"Greenwich I.",650,83
230,"938","","self-governing I. Territory of Denmark",35,7,"Greenland",649,121
321,"2150","","one of Iles des Saintes",46,8,"Terre de Bas",1857,172
321,"2151","","one of Iles des Saintes",46,8,"Terre de Haut",1858,172
568,"2152","","",46,8,"Testigos, Los",1859,348
488,"2153","","one of Iles du Vent",32,6,"Tetiaroa",1860,287
35,"933","","",26,4,"Great Coco I.",644,13
320,"932","","",46,8,"Great Camanoe",643,172
231,"931","","excluding Northern Ireland and Channel Is.",1,1,"Great Britain",642,122
54,"930","","",46,8,"Great Abaco",641,26
503,"937","","",31,6,"Green Is.",648,300
232,"936","","excluding Kriti (with Karpathos) and East Aegean Is. (including Rhodos).",4,1,"Greece",647,123
54,"935","","",46,8,"Great Inagua",646,26
54,"934","","",46,8,"Great Exuma",645,26
303,"1955","","",16,3,"Severnaya Zemlya",1662,159
226,"1954","","",9,2,"Sete Pedras Is.",1661,117
495,"1957","","",15,2,"Seychelles",1664,293
411,"1956","","",19,3,"Severo-Osetiya",1663,219
333,"1951","","",27,4,"Sermata Is.",1658,176
93,"1950","","",49,8,"Sergipe",1657,46
517,"1953","","",46,8,"Serranilla Bank",1660,311
517,"1952","","",46,8,"Serrana Bank",1659,311
496,"1959","","",51,9,"Shag Rocks",1666,294
129,"1958","","",22,3,"Shaanxi",1665,61
232,"829","Evvoia","",4,1,"Euboea",540,123
543,"828","","",31,6,"Eua",539,327
64,"825","","",5,1,"Estonia",536,35
563,"824","","",31,6,"Espiritu Santo",535,343
208,"827","","",10,2,"Ethiopia",538,104
64,"826","Estonia","",5,1,"Estoniya",537,35
207,"821","Eritraea","",10,2,"Erta",532,103
563,"820","","",31,6,"Erromango",531,343
94,"823","","",49,8,"Espírito Santo",534,47
219,"822","","",48,8,"Espanola I.",533,113
600,"2409","","",4,1,"Slovenia",2109,365
356,"1483","","",12,2,"Mozambique",1193,197
475,"1482","","",5,1,"Moscow",1192,275
504,"1481","Tauu Is.","",31,6,"Mortlock Is.",1191,300
182,"1480","","[Caroline Is]",33,6,"Mortlock I.",1190,83
469,"1487","Badu I.","",29,5,"Mulgrave I.",1197,269
447,"1486","","",24,3,"Muko-jima",1196,249
504,"1485","Rennell I.","",31,6,"Mu Nggava",1195,300
340,"1484","","",15,2,"Mozambique Channel Is.",1194,183
469,"1489","","",29,5,"Murray I.",1199,269
477,"1488","","",5,1,"Murmansk",1198,277
360,"797","","",32,6,"Eiao",508,200
200,"796","","excluding Sinai",6,2,"Egypt",507,99
498,"795","","",4,1,"Egadi Is.",506,295
563,"794","","",31,6,"Efate",505,343
199,"793","","excluding Galapagos",48,8,"Ecuador",504,98
243,"792","","",34,6,"Eastern I.",503,129
198,"791","","",32,6,"Easter Is.",502,97
198,"790","","",32,6,"Easter I.",501,97
91,"1719","","",49,8,"Piauí",1426,46
567,"1718","","",26,4,"Phu Quoc",1425,347
355,"2413","","",6,2,"Penon de Alhucemas",2113,196
205,"799","","",45,8,"El Salvador",510,101
277,"798","Ireland","",1,1,"Eire",509,140
232,"1270","","",4,1,"Limnos",981,123
355,"2412","","",6,2,"Penon de Velez de la Gomera",2112,196
"","1271","","",32,6,"Line Is.",982,174
178,"2415","","",13,2,"Eastern Cape Province",2115,81
514,"1272","","",27,4,"Lingga Is.",983,308
179,"2414","","",13,2,"Northern Cape Province",2114,81
150,"1139","Cocos (Keeling) I.","",27,4,"Keeling I.",850,66
349,"1138","","",27,4,"Kedah",849,192
554,"2417","","",13,2,"Northern Province",2117,336
304,"1133","","",4,1,"Kárpathos",844,160
263,"1132","","",25,4,"Karnataka",843,137
513,"1131","","",27,4,"Karkaralong Is.",842,307
477,"1130","","",5,1,"Karelia",841,277
309,"1137","","",24,3,"Kazan-retto",848,165
295,"1136","","excluding West Kazakhstan",18,3,"Kazakhstan",847,152
241,"1135","","",34,6,"Kauai",846,129
304,"1134","","",4,1,"Kasos",845,160
552,"2419","","",13,2,"Gauteng",2119,336
197,"1276","","one of Dhodekanisos",20,3,"Lipsoi",987,96
555,"2418","","",13,2,"North West Province",2118,336
241,"1277","","",34,6,"Lisianski I.",988,129
437,"519","","",27,4,"Biak",233,240
"","518","Bhutan and  Sikkim","",25,4,"Bhutan-Sikkim",232,100
37,"2149","","",52,9,"Terra Adelie",1856,15
518,"1009","","",46,8,"Honduran Caribbean Is.",720,311
138,"1008","Henan","",22,3,"Honan",719,63
567,"1007","","",26,4,"Hon Panjang",718,347
416,"1006","Netherlands","",2,1,"Holland",717,223
287,"1005","","",24,3,"Hokkaido",716,147
360,"1004","","",32,6,"Hiva Oa",715,200
422,"515","Bendel Province","",8,2,"Benin Province, Nigeria",229,227
139,"1002","Hong Kong","",22,3,"Hisiangkang",713,63
434,"517","","",31,6,"Beveridge Reef",231,237
167,"1000","","",7,2,"Hierro",711,73
352,"623","Seram","",27,4,"Ceram",334,194
72,"1226","","",27,4,"Labuan",937,38
310,"1225","","",37,7,"Labrador",936,166
20,"1224","","",50,8,"La Rioja",935,5
115,"627","","",10,2,"Chad",338,56
4,"626","","",50,8,"Chaco",337,3
509,"625","Sri Lanka","",25,4,"Ceylon",336,303
321,"1220","","",46,8,"La Desirade",931,172
253,"629","","",25,4,"Chandigarh",340,137
114,"628","","",25,4,"Chagos Archipelago",339,55
550,"1229","Tuvalu","",31,6,"Lagoon Is.",940,334
577,"1228","","",25,4,"Ladakh",939,355
2,"2","","",20,3,"Afghanistan",2,2
54,"1286","","[Caribbean]",46,8,"Long I.",997,26
318,"11","","U.K. dependent territory",46,8,"Anguilla",11,172
36,"10","","excluding Cabinda",12,2,"Angola",10,14
317,"12","","",46,8,"Antigua-Barbuda",12,172
40,"15","","self-governing I. of Netherlands Antilles",46,8,"Aruba",14,18
529,"14","","",19,3,"Armeniya",13,319
573,"17","","External Territory of Australia",29,5,"Ashmore and Cartier Is.",16,353
41,"16","","I. Dependency of St.Helena",14,2,"Ascension",15,19
37,"19","","",52,9,"Australian Antarctic Territory",18,15
"","18","Region 50 Australia","",29,5,"Australia",17,""
503,"1573","","one of Green Is.",31,6,"Nissan",1280,300
447,"1572","","",24,3,"Nishino-shima",1279,249
169,"687","","",15,2,"Comoros",398,75
110,"2239","","",9,2,"Ubangui",1946,51
182,"2238","Yap","",33,6,"Uap",1945,83
122,"1570","","",22,3,"Ningxia",1277,59
551,"2231","","",16,3,"Tuva",1938,335
550,"1577","","",31,6,"Niulakita",1284,334
551,"2233","","",16,3,"Tuvinskaya A.S.S.R.",1940,335
550,"2232","","",31,6,"Tuvalu",1939,334
587,"2235","","",16,3,"Tyumen",1942,359
475,"2234","","",5,1,"Tver",1941,275
360,"2237","","",32,6,"Ua Huka",1944,200
434,"1576","","self-governing Territory Overseas in free association with New Zealand",31,6,"Niue",1283,237
543,"1575","","",31,6,"Niuatoputapu",1282,327
456,"682","","",45,8,"Colón I.",393,257
518,"2095","","",46,8,"Swan Is.",1802,311
490,"2094","","",26,4,"Swallow Reef",1801,288
522,"2097","","",13,2,"Swaziland",1804,314
453,"2096","","",25,4,"Swat",1803,255
520,"2091","Sweden","",1,1,"Sverige",1798,312
587,"2090","","",16,3,"Sverdlovsk",1797,359
491,"2093","","",31,6,"Swallow Is.",1800,289
541,"2092","","",31,6,"Swains I.",1799,326
521,"2099","","",2,1,"Switzerland",1806,313
520,"2098","","",1,1,"Sweden",1805,312
292,"1829","","",50,8,"Robinson Crusoe I.",1536,149
518,"1828","","one of Bahia Is.",46,8,"Roatan",1535,311
107,"1825","","",49,8,"Rio Grande do Sul",1532,49
92,"1824","","",49,8,"Rio Grande do Norte",1531,46
14,"1827","","",50,8,"Rio Negro",1534,4
206,"1826","Equatorial Guinea","",9,2,"Rio Muni",1533,102
546,"1821","","",32,6,"Rimatara",1528,330
514,"1820","","",27,4,"Riau Is.",1527,308
586,"1823","Western Sahara","",6,2,"Rio de Oro",1530,358
96,"1822","","",49,8,"Rio de Janeiro",1529,47
112,"928","","",46,8,"Grand Cayman",639,53
321,"929","","",46,8,"Grande Terre",640,172
535,"2145","","",43,7,"Tennessee",1852,321
513,"2144","","",27,4,"Tengah Is.",1851,307
167,"2143","","",7,2,"Tenerife",1850,73
549,"2142","Bozcaada","",20,3,"Tenedos",1849,333
401,"2141","","",26,4,"Tenasserim",1848,213
115,"2140","Chad","",10,2,"Tchad",1847,56
520,"920","","",1,1,"Gotland",631,312
534,"921","","",51,9,"Gough I.",632,320
497,"922","","",4,1,"Gozo",633,295
53,"923","","[Azores]",7,2,"Graciosa",634,25
167,"924","","[Canary Is.]",7,2,"Graciosa",635,73
37,"925","","part of British Antarctic Territory",52,9,"Graham Land",636,15
167,"926","","",7,2,"Gran Canaria",637,73
54,"927","","",46,8,"Grand Bahama",638,26
355,"2411","Islas Chafarinas","",6,2,"Chafarinas Is.",2111,196
97,"1920","","",49,8,"São Paulo",1627,47
87,"1921","","",49,8,"São Pedro e São Paulo",1628,46
226,"1922","","",9,2,"São Tomé",1629,117
461,"1923","","",27,4,"Sarangani Is.",1630,262
478,"1924","","",5,1,"Saratov",1631,278
73,"1925","","",27,4,"Sarawak",1632,38
484,"1926","","I. region of Italy",3,1,"Sardegna",1633,283
484,"1927","Sardegna","",3,1,"Sardinia",1634,283
304,"1928","","",4,1,"Saria",1635,160
359,"1929","","",33,6,"Sarigan",1636,199
232,"832","","",4,1,"Evvoia",543,123
213,"833","Foroyar","self-governing I. Territory of Denmark",1,1,"Faeroe Is.",544,109
340,"830","","",15,2,"Europa I.",541,183
303,"831","","",16,3,"Evenki",542,159
182,"836","","",33,6,"Fais",547,83
542,"837","","",31,6,"Fakaofo",548,326
213,"834","Foroyar","",1,1,"Faeroerne",545,109
53,"835","","",7,2,"Faial",546,25
545,"838","","",32,6,"Fakarava",549,329
209,"839","","excluding South Georgia and South Sandwich Is.; U.K. Crown Colony",51,9,"Falkland Is.",550,105
235,"3","United Arab Emirates","",21,3,"Ajman",3,124
388,"1986","","",44,7,"Sinaloa",1693,210
453,"1987","","",25,4,"Sind",1694,255
517,"784","","",46,8,"E.S.E., Cayos del",495,311
571,"785","","",31,6,"Eaglestone Reef",496,351
197,"786","","",20,3,"East Aegean Is.",497,96
222,"787","","",2,1,"East Germany",498,116
374,"780","","",44,7,"Durango",491,207
"","781","Netherlands Antilles","",46,8,"Dutch Antilles",492,230
515,"782","Surinam","",47,8,"Dutch Guiana",493,309
149,"783","","",22,3,"Dzungaria",494,65
436,"1726","","",31,6,"Pins, Ile des",1433,239
219,"1727","","",48,8,"Pinta I.",1434,113
503,"1724","","one of Green Is.",31,6,"Pinipel I.",1431,300
187,"1725","Isla de Juventud","[Caribbean]",46,8,"Pinos I.",1432,87
56,"788","Bangladesh","",25,4,"East Pakistan",499,28
332,"789","","",27,4,"East Timor",500,176
53,"1720","","",7,2,"Pico",1427,25
349,"1721","","",27,4,"Pinang",1428,192
274,"2355","","",25,4,"Yanam",2062,137
437,"1371","","",27,4,"Mapia I.",1081,240
503,"1588","","",31,6,"North Solomons",1295,300
592,"1589","","",21,3,"North Yemen",1296,364
61,"1370","","one of Admiralty Is.",27,4,"Manus Is.",1080,32
428,"1582","Norway","",1,1,"Norge",1289,232
72,"1583","Sabah","",27,4,"North Borneo",1290,38
543,"1580","","",31,6,"Nomuka",1287,327
419,"1581","","External Territory of Australia",29,5,"Norfolk I.",1288,225
413,"1586","","",39,7,"North Dakota",1293,220
301,"1587","","",24,3,"North Korea",1294,158
405,"1584","","",43,7,"North Carolina",1291,217
"","1585","","",19,3,"North Caucasus",1292,219
547,"1038","Gokceada","",4,1,"Imbroz",749,331
134,"404","","",22,3,"Anhui",123,63
436,"508","","",31,6,"Belep I.",222,239
602,"509","Zaire","",9,2,"Belgian Congo",223,367
197,"1032","","one of Dhodekanisos",20,3,"Ikaria",743,96
183,"507","","",33,6,"Belau Is.",221,83
74,"504","Botswana","",13,2,"Bechuanaland Protectorate",218,39
179,"505","","",13,2,"Bechuanaland, British",219,81
232,"1036","","one of Voriai Sporadhes",4,1,"Iliodhromia",747,123
518,"503","","",46,8,"Becerro Cays",217,311
433,"500","","",29,5,"Bathurst I.",215,236
545,"402","Fangatau","",32,6,"Angatau",122,329
476,"1212","Samara","",5,1,"Kuybyshev",923,276
361,"1213","","part of Ralik chain",33,6,"Kwajalein",924,201
182,"1210","Kosrae","",33,6,"Kusaie",921,83
110,"633","","",9,2,"Chari",344,51
116,"1216","Guizhou","",22,3,"Kweichow",927,57
563,"401","Anatom","",31,6,"Aneityum",121,343
302,"636","","",24,3,"Cheju Do",347,158
147,"637","Zhejiang","",22,3,"Chekiang",348,63
587,"638","","",16,3,"Chelyabinsk",349,359
491,"639","","",31,6,"Cherry I.",350,289
289,"1218","","",24,3,"Kyushu",929,147
476,"1376","","",5,1,"Mari",1086,276
180,"2416","","",13,2,"Western Cape Province",2116,81
469,"465","","",29,5,"Badu I.",180,269
463,"1728","","",32,6,"Pitcairn",1435,264
463,"1729","","U.K. Dependent Territory",32,6,"Pitcairn Is.",1436,264
364,"1454","","",39,7,"Missouri",1164,204
491,"1455","","",31,6,"Mitre I.",1165,289
288,"1456","","",24,3,"Miyake-jima",1166,147
352,"1105","","",27,4,"Kai Is.",816,194
11,"1450","","",50,8,"Misiones",1160,3
210,"1103","","",31,6,"Kadavu",814,106
437,"1452","","",27,4,"Misool",1162,240
363,"1453","","",43,7,"Mississippi",1163,203
47,"1458","","",25,4,"Mizoram",1168,22
469,"1459","","",29,5,"Moa I.",1169,269
197,"1108","","one of Dhodekanisos",20,3,"Kalimnos",819,96
475,"1109","Tver","",5,1,"Kalinin",820,275
436,"1722","Ile des Pins","[Pacific]",31,6,"Pines I.",1429,239
182,"1723","","",33,6,"Pingelap",1430,83
24,"1891","","",50,8,"San Juan",1598,5
503,"2136","","",31,6,"Tauu Is.",1843,300
210,"2137","","",31,6,"Taveuni",1844,106
461,"2138","","one of Sulu Is.",27,4,"Tawitawi",1845,262
303,"2139","","",16,3,"Taymyr",1846,159
211,"4","","self-governing I. province of Finland",1,1,"Åland Is.",4,107
478,"2396","","",5,1,"Kalmykyia",2099,278
210,"2397","","",31,6,"Mamanuca Is.",2100,106
587,"2394","","",16,3,"Zemlya Frantsa-Iosifa",2097,359
349,"2395","","",27,4,"Johor",2098,192
232,"2393","","",4,1,"Kefallinia",2096,123
422,"2390","","",8,2,"Bendel Province, Nigeria",2094,227
568,"2391","","[off Venezuela]",46,8,"Islas las Aves",2095,348
436,"2398","","[Pacific]",31,6,"Ile des Pins",2101,239
187,"2399","","[Caribbean]",46,8,"Isla de Juventud",2102,87
478,"1858","South European Russia","",5,1,"Russia South",1565,278
480,"1859","","",9,2,"Rwanda",1566,280
474,"1850","Romania","",4,1,"Rumania",1557,274
546,"1851","","",32,6,"Rurutu",1558,330
504,"1852","","",31,6,"Russell Is.",1559,300
"","1853","Russia North, Russia South, Russia Northwest, Russia Central and Russia East;  also U.S.S.R.","",5,1,"Russia",1560,""
475,"1854","Central European Russia","",5,1,"Russia Central",1561,275
476,"1855","East European Russia","",5,1,"Russia East",1562,276
477,"1856","North European Russia","",5,1,"Russia North",1563,277
479,"1857","Northwest European Russia","",5,1,"Russia Northwest",1564,279
333,"2172","","",27,4,"Timor",1879,176
225,"2173","","",9,2,"Tinhosa I.",1880,117
491,"2170","","",31,6,"Tikopia I.",1877,289
197,"2171","","one of Dhodekanisos",20,3,"Tilos",1878,96
556,"919","","",18,3,"Gorno-Badakhshan",630,337
475,"918","Nizhny Novgorod","",5,1,"Gorkiy",629,275
359,"2174","","",33,6,"Tinian",1881,199
232,"2175","","one of Kikladhes",4,1,"Tinos",1882,123
167,"915","","",7,2,"Gomera",626,73
227,"914","Ghana","",8,2,"Gold Coast",625,118
196,"917","","",50,8,"Gonzalez I.",628,95
239,"916","","",46,8,"Gonave I.",627,128
258,"911","","",25,4,"Goa",622,137
340,"910","Glorieuses Is.","",15,2,"Glorioso Is.",621,183
547,"913","","",4,1,"Gokçeada",624,331
81,"912","","",49,8,"Goiás",623,45
483,"1933","","",31,6,"Savaii",1640,282
486,"1932","","",21,3,"Saudi Arabia",1639,285
485,"1931","","",36,7,"Saskatchewan",1638,284
214,"1930","","",3,1,"Sark",1637,110
231,"1937","","",1,1,"Scotland",1644,122
437,"1936","Panaidori Is.","",27,4,"Schouten Is.",1643,240
304,"1935","Karpathos","",4,1,"Scarpanto",1642,160
333,"1934","","",27,4,"Savu",1641,176
526,"1939","","",46,8,"Seal Cays",1646,318
37,"1938","","part of Ross Dependency",52,9,"Scott I.",1645,15
360,"847","","",32,6,"Fatu Hiva",558,200
29,"846","","part of Providence group",15,2,"Farquhar I.",557,8
182,"845","","",33,6,"Faraulep",556,83
486,"844","","",21,3,"Farasan Is.",555,285
359,"843","","",33,6,"Farallon de Medinilla",554,199
328,"842","Tabuaeran","",32,6,"Fanning I.",553,174
545,"841","Fangatau","",32,6,"Fangataufa",552,329
545,"840","","",32,6,"Fangatau",551,329
53,"849","Faial","",7,2,"Fayal",560,25
504,"848","","one of Shortland Is.",31,6,"Fauro",559,300
475,"663","","",5,1,"Chuvashiya",374,275
190,"2407","","",2,1,"Czech Republic",2107,90
465,"1739","","excluding Azores and Madeira",3,1,"Portugal",1446,266
343,"1738","","",7,2,"Porto Santo",1445,186
29,"1731","","",15,2,"Platte Is.",1438,8
186,"1730","","",30,5,"Pitt I.",1437,86
29,"1733","","part of Amirante group",15,2,"Poivre",1440,8
182,"1732","","",33,6,"Pohnpei",1439,83
118,"662","Chongqing","",22,3,"Chungking",373,57
464,"1734","","",2,1,"Poland",1441,265
184,"1737","Ile aux Cochons","",51,9,"Porcs I.",1444,84
268,"1736","","",25,4,"Pondicherry",1443,137
547,"1039","Gokceada","",4,1,"Imroz",750,331
343,"753","","",7,2,"Deserta Grande",464,186
193,"752","","excluding Foroyar and Greenland",1,1,"Denmark",463,92
495,"751","","",15,2,"Denis I.",462,293
232,"750","Dhilos","one of Kikladhes",4,1,"Delos",461,123
232,"757","","one of Kikladhes",4,1,"Dhilos",468,123
196,"756","","",50,8,"Desventurados Is.",467,95
29,"755","","part of Amirante group",15,2,"Desroches I.",466,8
321,"754","","",46,8,"Desirade, La",465,172
450,"759","Zufar","",21,3,"Dhofar",470,252
197,"758","","",20,3,"Dhodekanisos",469,96
428,"1595","","",1,1,"Norway",1302,232
"","1594","","",35,7,"Northwest Territories",1301,244
442,"1597","","",35,7,"Nottingham I.",1304,244
37,"1596","","",52,9,"Norwegian Antarctic Territory",1303,15
359,"1591","","",33,6,"Northern Marianas",1298,199
278,"1590","","",1,1,"Northern Ireland",1297,140
433,"1593","","[Australia]",29,5,"Northern Territory",1300,236
603,"1592","Zambia","",12,2,"Northern Rhodesia",1299,368
587,"1599","","",16,3,"Novaya Zemlya",1306,359
430,"1598","","",37,7,"Nova Scotia",1305,234
436,"1025","","",31,6,"Hunter Is.",736,239
247,"1024","","",2,1,"Hungary",735,133
117,"1027","Hubei","",22,3,"Hupeh",738,57
354,"1031","","",6,2,"Ifni",742,196
462,"1021","Orona","",31,6,"Hull I.",732,263
117,"1020","","",22,3,"Hubei",731,57
140,"1023","","",22,3,"Hunan",734,63
540,"1022","Manihiki","",31,6,"Humphrey I.",733,326
248,"1029","","",1,1,"Iceland",740,134
55,"1028","","",3,1,"Ibiza",739,27
250,"1037","","",39,7,"Illinois",748,136
488,"1034","","",32,6,"Iles du Vent",745,287
291,"501","","",27,4,"Bawean",216,148
573,"605","","",29,5,"Cartier Is.",316,353
214,"630","","British Crown Dependencies",3,1,"Channel Is.",341,110
18,"607","","",50,8,"Catamarca",318,5
54,"606","","",46,8,"Cat I.",317,26
475,"1209","","",5,1,"Kursk",920,275
307,"1208","","",17,3,"Kuril Is.",919,163
304,"603","Karpathos","",4,1,"Carpathos",314,160
111,"631","","[off California]",41,7,"Channel Is.",342,52
587,"1205","","",16,3,"Kurgan",916,359
243,"1204","","",34,6,"Kure I.",915,129
450,"1207","","",21,3,"Kuria Muria Is.",918,252
228,"1206","","",31,6,"Kuria",917,119
"","609","Region 33 Caucasus","",19,3,"Caucasus",320,""
303,"1200","","",16,3,"Krasnoyarsk",911,159
427,"1203","","part of Tokara-retto",24,3,"Kuchino-shima",914,231
305,"1202","","",5,1,"Krym",913,161
308,"1211","","",21,3,"Kuwait",922,164
186,"634","","",30,5,"Chatham Is.",345,86
"","635","See Chechnya and Ingushetiya","",19,3,"Checheno-Ingushetiya",346,219
137,"1214","Guangxi","",22,3,"Kwangsi",925,63
136,"1215","Guangdong","",22,3,"Kwantung",926,63
316,"1447","","",25,4,"Minicoy Is.",1157,171
65,"1110","","",5,1,"Kaliningrad",821,35
461,"1445","","",27,4,"Mindanao",1155,262
95,"1444","","",49,8,"Minas Gerais",1154,47
293,"1115","","",17,3,"Kamchatka",826,150
232,"1442","","one of Kikladhes",4,1,"Milos",1152,123
288,"1441","","",24,3,"Mikura-jima",1151,147
183,"464","","part of Belau Is.",33,6,"Babelthaup",179,83
501,"1119","","",29,5,"Kangaroo I.",830,298
210,"1118","Kadavu","",31,6,"Kandavu",829,106
453,"467","","",25,4,"Bahawalpur",182,255
55,"1449","Menorca","",3,1,"Minorca",1159,27
346,"1448","","",39,7,"Minnesota",1158,189
442,"466","","",35,7,"Baffin I.",181,244
571,"2308","","",31,6,"Wallis Is.",2015,351
354,"2401","","",6,2,"Tanger",2104,196
530,"460","","excluding Nagorno Karabakh and Nakhichevan",19,3,"Azerbaydzhan",176,319
352,"1355","","",27,4,"Maluku",1065,194
563,"489","","",31,6,"Banks Is.",204,343
469,"488","","in Torres Strait",29,5,"Banks I.",203,269
514,"487","","",27,4,"Bangka",202,308
513,"486","","",27,4,"Banggai Is.",201,307
352,"485","","",27,4,"Banda Is.",200,194
497,"1354","","",4,1,"Malta",1064,295
453,"483","","",25,4,"Baluchistan",198,255
577,"482","","",25,4,"Baltistan",197,355
