"basic_unit_id","code","synonym","notes","region_id","continent_id","place","id","botanical_country_id"
197,"1193","","one of Dhodekanisos",20,3,"Kos",904,96
293,"1192","","",17,3,"Koryanskiy",903,150
182,"1195","","",33,6,"Kosrae",906,83
596,"1194","","",4,1,"Kosovo",905,365
304,"1197","","",4,1,"Koufonisi",908,160
475,"1196","","",5,1,"Kostroma",907,275
469,"1759","","[Torres Strait]",29,5,"Prince of Wales I.",1466,269
349,"1758","Pinang","[Malaya]",27,4,"Prince of Wales I.",1465,192
442,"1757","","[Canada]",35,7,"Prince of Wales I.",1464,244
42,"1756","","[Alaska]",35,7,"Prince of Wales I.",1463,20
357,"1755","","",51,9,"Prince Edward I.",1462,198
458,"1754","","[Canada]",37,7,"Prince Edward I.",1461,259
466,"1753","","",17,3,"Primorye",1460,267
466,"1752","Primorye","",17,3,"Primorskiy Kray",1459,267
42,"1751","","",35,7,"Pribilov Is.",1458,20
35,"1750","","",26,4,"Preparis I.",1457,13
309,"1177","","",24,3,"Kita Iwo",888,165
427,"1176","","one of Daito Is.",24,3,"Kita Daito",887,231
476,"1175","","",5,1,"Kirov",886,276
438,"1174","Trobriand Is.","",27,4,"Kiriwina Is.",885,240
328,"1173","","",32,6,"Kiritimati",884,174
124,"1172","Jilin","",22,3,"Kirin",883,60
328,"1171","","",32,6,"Kiribati Line Is.",882,174
"","1170","Gilbert Is., Phoenix Is. and Kiribati Line Is.","split between areas 9 D Samoan Is. and 9 E S.E. Polynesia of Kew system","",6,"Kiribati",881,""
232,"1179","","",4,1,"Kithira",890,123
309,"1178","","",24,3,"Kitalo",889,165
475,"511","","",5,1,"Belgorod",225,275
59,"510","Belgium","",2,1,"Belgique",224,31
504,"513","","",31,6,"Bellona",227,300
438,"1285","","[Bismarck Sea]",27,4,"Long I.",996,240
333,"1284","","",27,4,"Lombok",995,176
563,"1287","","",31,6,"Lopevi",998,343
514,"512","","",27,4,"Belitung",226,308
35,"1281","","",26,4,"Little Coco I.",992,13
112,"1280","","",46,8,"Little Cayman",991,53
210,"1283","","",31,6,"Loma-i-Viti Is.",994,106
54,"1282","","",46,8,"Little Inagua",993,26
"","1003","Dominican Republic and Haiti","",46,8,"Hispaniola",714,""
235,"879","Al Fajayrah","",21,3,"Fujairah",590,124
418,"1289","","[off Australia]",29,5,"Lord Howe I.",999,225
66,"1241","","",5,1,"Latvia",952,35
63,"514","","",5,1,"Belarus",228,34
475,"1579","","",5,1,"Nizhny Novgorod",1286,275
550,"1578","","",31,6,"Niutao",1285,334
567,"689","","part of Con Son",26,4,"Condore Is.",400,347
567,"688","","",26,4,"Con Son",399,347
293,"685","Komandor Is.","",17,3,"Comandor Is.",396,150
168,"684","","",38,7,"Colorado",395,74
61,"1571","","",27,4,"Ninigo Is.",1278,32
"","686","","including Mayotte",15,2,"Comoros",397,75
517,"681","","split between areas 14 Central America and 15 West Indies of Kew system",46,8,"Colombian Caribbean Is.",392,311
158,"680","","",48,8,"Colombia",391,68
219,"683","","",48,8,"Colón Archipelago",394,113
543,"1574","","",31,6,"Niuafoou",1281,327
344,"1348","","",25,4,"Maldives",1058,187
232,"622","Kefallinia","",4,1,"Cephalonia",333,123
"","621","","split between areas 14 Central America and 17 West Tropical South America of Kew system",45,8,"Central American Pacific Is.",332,80
237,"873","Guinea","",8,2,"French Guinea",584,126
110,"620","","",9,2,"Central African Republic",331,51
10,"1223","","",50,8,"La Pampa",934,3
167,"1222","","",7,2,"La Palma",933,73
495,"1221","","",15,2,"La Digue I.",932,293
355,"624","","",6,2,"Ceuta",335,196
223,"407","","",9,2,"Annobón",126,117
567,"406","","",26,4,"Annam",125,347
134,"405","Anhui","",22,3,"Anhwei",124,63
88,"1372","","",49,8,"Maranhão",1082,46
568,"1375","","",46,8,"Margarita I.",1085,348
341,"1374","","",33,6,"Marcus I.",1084,184
"","1377","","part of Trust Territory of Pacific Is. (United Nations Trust Territory administered by U.S.A.)",33,6,"Marianas",1087,199
320,"400","","",46,8,"Anegada",120,172
37,"1379","","",52,9,"Marie Byrd Land",1089,15
394,"1378","","",44,7,"Marias Is.",1088,211
153,"1219","","",50,8,"La Araucania",930,70
504,"1342","","",31,6,"Malaita",1052,300
317,"409","","",46,8,"Antigua",128,172
37,"408","","",52,9,"Antarctica",127,15
563,"1343","","",31,6,"Malakula",1053,343
210,"1242","","",31,6,"Lau Is.",953,106
232,"454","","[off Kithira]",4,1,"Avgo",171,123
349,"2148","","",27,4,"Terengganu",1855,192
304,"455","","[off Kriti]",4,1,"Avgo",172,160
"","1346","Peninsular Malaysia, Sabah and Sarawak","split between areas 6 A Malay Peninsula and 6 C Malay Is. of Kew system",27,4,"Malaysia",1056,""
437,"457","","",27,4,"Ayu Is.",174,240
595,"1018","Croatia","",4,1,"Hrvatska",729,365
490,"379","","",26,4,"Amboyna Cay",99,288
352,"378","","",27,4,"Ambon",98,194
31,"371","","",16,3,"Altay",91,10
31,"370","Altay","",16,3,"Altai",90,10
427,"373","","part of Amami-shoto",24,3,"Amami O-shima",93,231
31,"372","","",16,3,"Altayskiy Kray",92,10
100,"375","","",49,8,"Amazonas",95,48
101,"374","","",49,8,"Amapá",94,48
503,"377","","one of Feni Is.",31,6,"Ambitle I.",97,300
526,"376","","",46,8,"Ambergris Cays",96,318
488,"1019","","one of Iles sous le Vent",32,6,"Huahine",730,287
37,"1244","","one of South Orkney Is.",52,9,"Laurie I.",955,15
540,"393","Suvorov I.","",31,6,"Anchorage I.",113,326
563,"392","","",31,6,"Anatom",112,343
359,"391","","",33,6,"Anatahan",111,199
71,"390","","",27,4,"Anambas Is.",110,38
197,"397","","",20,3,"Andipsara",117,96
232,"396","","",4,1,"Andikithira",116,123
251,"395","","",25,4,"Andhra Pradesh",115,137
34,"394","","",26,4,"Andaman Is.",114,13
232,"399","","[Kikladhes] one of Kikladhes",4,1,"Andros",119,123
54,"398","","",46,8,"Andros",118,26
571,"2309","","sel-governing Overseas Territory of France",31,6,"Wallis-Futuna Is.",2016,351
241,"1247","","",34,6,"Laysan I.",958,129
475,"2301","","",5,1,"Voronezh",2008,275
232,"2300","","[see also Sporadhes 34 Western Asia]",4,1,"Voriai Sporadhes",2007,123
334,"2303","","",17,3,"Vrangelya Ostrova",2010,177
328,"2302","","",32,6,"Vostok I.",2009,174
570,"2305","","",33,6,"Wake I.",2012,350
437,"2304","","",27,4,"Waigeo",2011,240
402,"2307","","",13,2,"Walfish Bay",2014,214
231,"2306","","",1,1,"Wales",2013,122
210,"2275","","",31,6,"Vatoa Is.",1982,106
284,"2274","","Ecclesiastical State",4,1,"Vatican City",1981,144
543,"2277","","",31,6,"Vavau Is.",1984,327
210,"2276","","",31,6,"Vatulele",1983,106
210,"2271","","",31,6,"Vamua Levu",1978,106
563,"2270","","",31,6,"Vanua Lava",1977,343
563,"2273","Efate","",31,6,"Vate",1980,343
563,"2272","","",31,6,"Vanuatu",1979,343
564,"2279","","",47,8,"Venezuela",1986,344
"","2278","","",13,2,"Venda",1985,336
288,"2459","","",24,3,"Dogo",2157,147
288,"2458","","",24,3,"Dozen",2156,147
287,"2455","","",24,3,"Rishiri-to",2153,147
288,"2457","","",24,3,"Oki Is.",2155,147
288,"2456","","",24,3,"Izu Is.",2154,147
289,"2451","","",24,3,"Goto-retto",2150,147
289,"2450","","",24,3,"Koshiki-jima",2149,147
287,"2453","","",24,3,"Rebun-to",2152,147
289,"2452","","",24,3,"Iki",2151,147
326,"2051","","",46,8,"St.John",1758,172
504,"656","","",31,6,"Choiseul",367,300
324,"2053","","",46,8,"St.Kitts-Nevis",1760,172
231,"2052","","part of Scotland",1,1,"St.Kilda",1759,122
42,"2055","","",35,7,"St.Lawrence I.",1762,20
324,"2054","","",46,8,"St.Kitts",1761,172
325,"2057","","",46,8,"St.Martin-St.Barthélémy",1764,172
182,"1503","","",33,6,"Namonuito",1212,83
323,"2059","Sint Maarten","[Dutch]",46,8,"St.Martin",1766,172
325,"2058","","[French]",46,8,"St.Martin",1765,172
453,"654","","",25,4,"Chitral",365,255
427,"1506","","",24,3,"Nansei-Shoto",1214,231
550,"1507","","",31,6,"Nanumanga",1215,334
490,"1504","","",26,4,"Nan-sha",1213,288
220,"2157","","",8,2,"The Gambia",1864,114
316,"1227","","",25,4,"Laccadive Is.",938,171
498,"1977","","excluding Malta",4,1,"Sicilia",1684,295
118,"1976","","",22,3,"Sichuan",1683,57
328,"659","","[Pacific Ocean]",32,6,"Christmas I.",370,174
537,"1975","Thailand","",26,4,"Siam",1682,323
504,"2405","","part of Brummitt Federation",31,6,"Lindsay Is.",2106,300
28,"1974","Albania","",4,1,"Shqiperi",1681,7
504,"1973","","",31,6,"Shortland Is.",1680,300
307,"1972","","",17,3,"Shikotan",1679,163
290,"1971","","I. Prefecture of Japan",24,3,"Shikoku",1678,147
288,"1970","","",24,3,"Shikine-jima",1677,147
563,"1968","","",31,6,"Shepherd I.",1675,343
231,"1969","","part of Scotland",1,1,"Shetland Is.",1676,122
395,"1618","","",44,7,"Oaxaca",1325,211
352,"1619","","",27,4,"Obi Is.",1326,194
348,"1616","Malawi","",12,2,"Nyasaland",1323,191
241,"1617","","",34,6,"Oahu",1324,129
491,"1614","","",31,6,"Nupani I.",1321,289
550,"1615","Niulakita","",31,6,"Nurakita",1322,334
542,"1612","","",31,6,"Nukunono",1319,326
182,"1613","","",33,6,"Nukuoro",1320,83
503,"1610","","",31,6,"Nukumanu Is.",1317,300
228,"1611","Nikunau","",31,6,"Nukunau",1318,119
467,"1768","","excluding Navassa I.; self-governing commonwealth associated with U.S.A.",46,8,"Puerto Rico",1475,268
540,"1769","","[Manihiki]",31,6,"Pukapuka",1476,326
29,"1762","","",15,2,"Providence group",1469,8
29,"1763","","one of Providence group",15,2,"Providence I.",1470,8
37,"1760","","part of Australian Antarctic Territory",52,9,"Princess Elizabeth Land",1467,15
225,"1761","","",9,2,"Principe",1468,117
479,"1766","","",5,1,"Pskov",1473,279
369,"1767","","",44,7,"Puebla",1474,206
517,"1764","","",46,8,"Providencia I.",1471,311
197,"1765","","",20,3,"Psara",1472,96
587,"1142","","",16,3,"Kemerovo",853,359
306,"1143","","",43,7,"Kentucky",854,162
435,"1140","","",35,7,"Keewatin",851,238
349,"1141","","",27,4,"Kelantan",852,192
261,"1146","","",25,4,"Kerala",857,137
296,"1147","","part of French Southern and Antarctic Territories",51,9,"Kerguelen",858,153
297,"1144","","",11,2,"Kenya",855,154
232,"1145","Kefallinia","",4,1,"Kephalinia",856,123
232,"1148","","",4,1,"Kérkira",859,123
298,"1149","","",30,5,"Kermadec Is.",860,155
560,"2402","","",50,8,"Uruguay",2105,340
54,"1546","","",46,8,"New Providence",1253,26
591,"1547","Novosibirskiye Ostrova","",16,3,"New Siberian Is.",1254,363
440,"1544","","",40,7,"New Jersey",1251,242
441,"1545","","",42,7,"New Mexico",1252,243
563,"1542","Vanuatu","",31,6,"New Hebrides",1249,343
61,"1543","","",27,4,"New Ireland",1250,32
439,"1540","","",40,7,"New Hampshire",1247,241
61,"1541","","",27,4,"New Hanover",1248,32
6,"698","","",50,8,"Córdoba",409,3
"","699","Korea","",24,3,"Corea",410,158
432,"1548","","excluding Australian Capital Territory",29,5,"New South Wales",1255,235
"","1549","","including Australian Capital Territory",29,5,"New South Wales",1256,235
594,"542","Bosnia","",4,1,"Bosna",254,365
50,"543","","",30,5,"Bounty I.",255,23
193,"540","","",1,1,"Bornholm",252,92
427,"541","Daito Is.","",24,3,"Borodino Is.",253,231
549,"546","","",20,3,"Bozcaada",258,333
"","547","","",49,8,"Brazil North",259,48
75,"544","","",51,9,"Bouvet I.",256,40
549,"545","Bozcaada","",20,3,"Bozca",257,333
"","548","","",49,8,"Brazil Northeast",260,46
"","549","","",49,8,"Brazil South",261,49
"","1782","","including Coral Sea Is. Territory",29,5,"Queensland",1489,269
468,"761","","",29,5,"Diamond Islets",472,269
143,"1784","Kin-Men","",22,3,"Quemoy",1491,63
378,"1785","","",44,7,"Querétaro",1492,207
398,"1786","","",44,7,"Quintana Roo",1493,212
517,"1787","","",46,8,"Quita Sueño",1494,311
288,"414","","",24,3,"Aoga-shima",133,147
235,"415","","",21,3,"Arab Emirates",134,124
"","416","Region 35 Arabian Peninsula","",21,3,"Arabia",135,""
228,"417","","",31,6,"Aranuka",136,119
360,"1388","","",32,6,"Marquesas",1098,200
50,"411","","",30,5,"Antipodes Is.",130,23
159,"412","","",50,8,"Antofagasta",131,69
563,"413","","",31,6,"Aoba",132,343
476,"1384","Mari","",5,1,"Mariyskaya A.S.S.R.",1094,276
241,"1385","","",34,6,"Maro Reef",1095,129
354,"1386","Morocco","",6,2,"Maroc",1096,196
546,"1387","","",32,6,"Marotiri",1097,330
"","418","","",50,8,"Argentina Northeast",137,3
"","419","","",50,8,"Argentina Northwest",138,5
357,"1382","","",51,9,"Marion I.",1092,198
357,"1383","","",51,9,"Marion-Prince Edward Is.",1093,198
288,"2446","","",24,3,"Heigun-to",2145,147
333,"368","","",27,4,"Alor Is.",88,176
29,"369","","part of Amirante group",15,2,"Alphonse I.",89,8
37,"366","","part of British Antarctic Territory",52,9,"Alexander I.",86,15
571,"367","","",31,6,"Alofi",87,351
292,"364","","",50,8,"Alejandro Selkirk I.",84,149
42,"365","","",35,7,"Alexander Archipelago",85,20
214,"362","","",3,1,"Alderney",82,110
167,"363","","",7,2,"Alegranza",83,73
517,"360","","",46,8,"Albuquerque Cay",80,311
29,"361","","",15,2,"Aldabra I.",81,8
563,"380","","",31,6,"Ambrym",100,343
"","381","U.S.A.","","",7,"America, United States of",101,""
316,"382","","",25,4,"Amindivi Is.",102,171
29,"383","","",15,2,"Amirante group",103,8
232,"384","","one of Kikladhes",4,1,"Amorgos",104,123
43,"385","","",51,9,"Amsterdam I.",105,21
43,"386","","",51,9,"Amsterdam-St.Paul Is.",106,21
33,"387","","",17,3,"Amur",107,12
33,"388","Amur","",17,3,"Amurskaya oblast",108,12
232,"389","","one of Kikladhes",4,1,"Anafi",109,123
361,"1077","","part of Ralik chain",33,6,"Jaluit",788,201
543,"2190","","",31,6,"Tonga",1897,327
540,"2191","","",31,6,"Tongareva",1898,326
543,"2192","","",31,6,"Tongatapu Is.",1899,327
567,"2193","","",26,4,"Tonkin",1900,347
288,"2194","","",24,3,"Tori-shima",1901,147
563,"2195","","",31,6,"Torres Is.",1902,343
320,"2196","","",46,8,"Tortola",1903,172
568,"2197","","",46,8,"Tortuga, La",1904,348
"","2198","","",19,3,"Transcaucasus",1905,319
455,"2199","Jordan","",20,3,"Transjordan",1906,256
178,"2200","","",13,2,"Transkei",1907,215
"","2201","Northern Provinces","",13,2,"Transvaal",1908,336
504,"2202","","",31,6,"Treasury Is.",1909,300
468,"2203","","",29,5,"Tregosse Islets",1910,269
394,"2204","Marias Is.","",44,7,"Tres Marias Is.",1911,211
98,"2205","","",49,8,"Trindade",1912,47
544,"2206","","",46,8,"Trinidad",1913,328
544,"2207","","",46,8,"Trinidad-Tobago",1914,328
49,"2208","","",25,4,"Tripura",1915,22
534,"2209","","Dependency of St. Helena",51,9,"Tristan da Cunha",1916,320
"","2428","","",25,4,"West Himalaya",2128,355
"","2429","","",25,4,"East Himalaya",2129,100
235,"2400","","",21,3,"Ra's al Khaymah",2103,124
553,"2420","","",13,2,"Mpumalanga",2120,336
"","2421","","",13,2,"Northern Provinces",2121,336
446,"2422","","",13,2,"Free State",2122,248
403,"2423","","",13,2,"KwaZulu Natal",2123,215
578,"2424","","",25,4,"Garhwal",2124,355
480,"1849","Rwanda","",9,2,"Ruanda",1556,280
578,"2426","","",25,4,"Uttaranchal",2126,355
578,"2427","Uttaranchal","",25,4,"Utrakhand",2127,355
339,"1848","","",15,2,"Round I.",1555,182
482,"1842","","",31,6,"Rose I.",1549,282
103,"1841","","",49,8,"Roraima",1548,48
61,"1840","Umboi","",27,4,"Rooke Is.",1547,32
29,"678","","",15,2,"Cöetivy",389,8
390,"679","","",44,7,"Colima",390,211
385,"1814","","",44,7,"Revillagigedo Is.",1521,209
472,"1815","","",40,7,"Rhode I.",1522,272
197,"1816","Rhodos","",20,3,"Rhodes",1523,96
604,"1817","Zimbabwe","",12,2,"Rhodesia",1524,369
540,"1810","Rakahanga","",31,6,"Reirson I.",1517,326
29,"1811","","part of Amirante group",15,2,"Remire",1518,8
504,"1812","","",31,6,"Rennell I.",1519,300
471,"1813","","Overseas Departement of France",15,2,"Réunion",1520,271
603,"1818","Zambia","",12,2,"Rhodesia, Northern",1525,368
604,"1819","Zimbabwe","",12,2,"Rhodesia, Southern",1526,369
"","1098","Yugoslavia","",4,1,"Jugoslavia",809,365
567,"671","","",26,4,"Cochin Chine",382,347
550,"1609","","",31,6,"Nukulaelae",1316,334
550,"1608","","",31,6,"Nukufetau",1315,334
498,"1979","","",4,1,"Sicily",1686,295
"","1978","","including Malta",4,1,"Sicilia",1685,295
587,"1601","","",16,3,"Novosibirsk",1308,359
479,"1600","","",5,1,"Novgorod",1307,279
568,"1603","","",46,8,"Nueva Esparta",1310,348
591,"1602","","",16,3,"Novosibirskiye Ostrova",1309,363
503,"1605","","",31,6,"Nuguria Is.",1312,300
377,"1604","","",44,7,"Nuevo León",1311,207
360,"1607","","",32,6,"Nuku Hiva",1314,200
550,"1606","","",31,6,"Nui",1313,334
462,"809","","",31,6,"Enderbury I.",520,263
563,"808","","",31,6,"Emae",519,343
418,"803","","",29,5,"Elizabeth Reef",514,225
54,"802","","",46,8,"Eleuthera",513,26
37,"801","","one of South Shetland Is., part of British Antarctic Territory",52,9,"Elephant I.",512,15
282,"800","","",4,1,"Elba",511,144
206,"807","","",9,2,"Elobey Grande",518,102
37,"806","","",52,9,"Ellsworth I.",517,15
550,"805","Tuvalu","",31,6,"Ellice Is.",516,334
442,"804","","",35,7,"Ellesmere I.",515,244
333,"1259","","excluding East Timor",27,4,"Lesser Sunda Is.",970,176
234,"1775","","",21,3,"Qatar",1482,124
61,"1774","","",27,4,"Purdy Is.",1481,32
470,"1777","","",37,7,"Québec",1484,270
"","1776","","",22,3,"Qinghai",1483,62
183,"1771","","",33,6,"Pulo Ana",1478,83
545,"1770","","[Tuamotu]",32,6,"Pukapuka",1477,329
453,"1773","","[Pakistan]",25,4,"Punjab",1480,255
269,"1772","","[India]",25,4,"Punjab",1479,137
442,"1779","","",35,7,"Queen Elizabeth Is.",1486,244
76,"1778","","",36,7,"Queen Charlotte Is.",1485,41
468,"608","","",29,5,"Cato",319,269
141,"1159","Jiangsu","",22,3,"Kiangsu",870,63
142,"1158","Jiangxi","",22,3,"Kiangsi",869,63
197,"1155","","",20,3,"Khios",866,96
587,"1154","","",16,3,"Khanty-Mansi",865,359
232,"1157","","one of Kikladhes",4,1,"Khristiana",868,123
113,"1156","Cambodia","",26,4,"Khmer Republic",867,54
303,"1151","","",16,3,"Khakassiya",862,159
300,"1150","","",17,3,"Khabarovsk",861,157
232,"1153","","",4,1,"Khamili",864,123
197,"1152","","one of Dhodekanisos",20,3,"Khalki",863,96
444,"1551","","",30,5,"New Zealand North",1258,246
443,"1550","","",40,7,"New York",1257,245
420,"1553","","excluding St.Pierre-Miquelon",37,7,"Newfoundland I.",1260,226
445,"1552","","",30,5,"New Zealand South",1259,247
182,"1555","","",33,6,"Ngatik",1262,83
"","1554","","including St.Pierre-Miquelon",37,7,"Newfoundland",1261,226
424,"1557","","",45,8,"Nicaragua",1264,229
514,"1556","","",27,4,"Nias",1263,308
434,"1559","","part of Beveridge Reef",31,6,"Nicholson I.",1266,237
519,"1558","","",46,8,"Nicaraguan Caribbean Is.",1265,311
79,"51","","",9,2,"Burundi",49,44
401,"50","Myanmar","",26,4,"Burma",48,213
113,"52","","",26,4,"Cambodia",50,54
513,"536","","",27,4,"Bonerate Is.",250,307
225,"535","Caroco Is.","",9,2,"Bone de Joquei",249,117
225,"534","","",9,2,"Bombom I.",248,117
469,"533","","",29,5,"Boigu I.",247,269
461,"532","","",27,4,"Bohol",246,262
568,"531","","",46,8,"Blanquilla Is.",245,348
516,"530","","",1,1,"Bjørnøya",244,310
"","1081","","",24,3,"Japan",792,147
488,"538","","one of Iles sous le Vent",32,6,"Bora-Bora",251,287
437,"429","","",27,4,"Aru Is.",147,240
228,"428","","",31,6,"Arorae",146,119
436,"1399","","",31,6,"Matthew Is.",1109,239
82,"1398","","",49,8,"Mato Grosso do Sul",1108,45
83,"1397","","",49,8,"Mato Grosso",1107,45
338,"1396","","",40,7,"Masachusettes",1106,181
291,"1395","","",27,4,"Masalembu Besar",1105,148
38,"422","","",41,7,"Arizona",141,16
292,"1393","Robinson Crusoe I.","",50,8,"Mas a Tierra",1103,149
362,"1392","","",43,7,"Maryland",1102,202
582,"1391","","Overseas Departement of France",46,8,"Martinique",1101,356
98,"1390","","",49,8,"Martin Vas Is.",1100,47
539,"2183","","",8,2,"Togo",1890,325
543,"2182","","",31,6,"Tofua",1889,327
105,"2181","","",49,8,"Tocantins",1888,48
183,"2180","","",33,6,"Tobi",1887,83
427,"2187","","part of Amami-shoto",24,3,"Tokuno-shima",1894,231
542,"2186","Tokelau","I. Territory Overseas of New Zealand",31,6,"Tokelau Is.",1893,326
427,"2185","","",24,3,"Tokara-retto",1892,231
288,"2184","","",24,3,"Tok-to",1891,147
587,"2189","","",16,3,"Tomsk",1896,359
61,"2188","","",27,4,"Tolokiwa I.",1895,32
182,"2213","","",33,6,"Truk",1920,83
235,"2212","United Arab Emirates","",21,3,"Trucial States",1919,124
471,"2211","","",15,2,"Tromelin I.",1918,271
438,"2210","","",27,4,"Trobriand Is.",1917,240
546,"2217","","",32,6,"Tubuai I.",1924,330
545,"2216","","",32,6,"Tuamotu",1923,329
289,"2215","","",24,3,"Tsushima",1922,147
"","2214","Qinghai","",22,3,"Tsinghai",1921,62
513,"2219","","",27,4,"Tukangbesi Is.",1926,307
26,"2218","","",50,8,"Tucumán",1925,5
482,"2230","","",31,6,"Tutuila",1937,282
288,"2439","","",24,3,"Yashiro-jima",2138,147
290,"2438","","",24,3,"Te-shima",2137,147
"","2433","","",50,8,"Chile Central",2132,67
"","2432","","",31,6,"Tokelau-Manihiki",2131,326
542,"2431","","",31,6,"Tokelau",2130,326
288,"2437","","",24,3,"Ie-shima",2136,147
290,"2436","","",24,3,"Shodo-shoto",2135,147
288,"2435","","",24,3,"Awaji-shoto",2134,147
288,"2434","","",24,3,"Sado I.",2133,147
329,"2236","","",32,6,"U.S. Line Is.",1943,174
361,"1807","","",33,6,"Ratak chain",1514,201
427,"1806","","one of Daito Is.",24,3,"Rasa-shima",1513,231
235,"1805","Ra's al Khaymah","",21,3,"Ras Al-Khaimah",1512,124
172,"1804","","",32,6,"Rarotonga",1511,77
545,"1803","","",32,6,"Raroia",1510,329
546,"1802","","",32,6,"Rapa-Iti",1509,330
198,"1801","Easter I.","",32,6,"Rapa Nui",1508,97
546,"1800","Rapa-Iti","",32,6,"Rapa I.",1507,330
317,"1809","","",46,8,"Redonda",1516,172
462,"1808","","",31,6,"Rawaki",1515,263
349,"1524","Negeri Sembilan","",27,4,"Negri Sembilan",1231,192
599,"1948","","",4,1,"Serbia",1655,365
171,"690","","",9,2,"Congo",401,76
461,"1525","","",27,4,"Negros",1232,262
349,"1942","","",27,4,"Selangor",1649,192
493,"1943","","",7,2,"Selvagens",1650,291
241,"1940","","",34,6,"Seal I.",1647,129
586,"1941","Western Sahara","",6,2,"Seguia el Hamara",1648,358
291,"1946","","",27,4,"Sepanjang",1653,148
479,"1254","","",5,1,"Leningrad",965,279
494,"1944","","",8,2,"Senegal",1651,292
427,"1945","","",24,3,"Senkaku-gunto",1652,231
207,"818","Eritrea","",10,2,"Eritraea",529,103
563,"819","Erromango","",31,6,"Eromanga",530,343
415,"1527","","",25,4,"Nepal",1234,222
578,"2425","","",25,4,"Kumaon",2125,355
37,"810","","part of Australian Antarctic Territory",52,9,"Enderby Land",521,15
361,"811","","part of Ralik chain",33,6,"Enewetak",522,201
514,"812","","",27,4,"Enggano",523,308
231,"813","","",1,1,"England",524,122
361,"814","Enewetak","part of Ralik chain",33,6,"Eniwetok",525,201
8,"815","","",50,8,"Entre Ríos",526,3
563,"816","Lopevi","",31,6,"Epi",527,343
206,"817","","excluding Annobon and Pagalu",9,2,"Equatorial Guinea",528,102
323,"1991","","",46,8,"Sint Eustatius",1698,172
50,"1250","","[New Zealand] one of Antipodean Is.",30,5,"Leeward I.",961,23
149,"1990","Xinjiang","",22,3,"Sinkiang",1697,65
232,"1993","","",4,1,"Sirna",1700,123
545,"1490","","",32,6,"Mururoa",1200,329
495,"421","","",15,2,"Aride I.",140,293
61,"1492","","one of St.Matthias Is.",27,4,"Mussau",1202,32
584,"1493","","one of Grenadines of St.Vincent",46,8,"Mustique",1203,356
401,"1494","","",26,4,"Myanmar",1204,213
288,"1495","","",24,3,"Myojin-jima",1205,147
48,"1496","","",25,4,"Nagaland",1206,22
254,"1497","","",25,4,"Nagar Haveli",1207,137
533,"1498","","",19,3,"Nagorno Karabakh",1208,319
427,"1499","","part of Tokara-retto",24,3,"Nakano-shima",1209,231
39,"423","","",43,7,"Arkansas",142,17
148,"1994","Tibet","",22,3,"Sitsang",1701,64
459,"1700","","",40,7,"Pennsylvania",1407,260
540,"1701","Tongareva","",31,6,"Penrhyn I.",1408,326
563,"1702","","",31,6,"Pentecost I.",1409,343
292,"1394","Alejandro Selkirk I.","",50,8,"Mas Afuera",1104,149
349,"1704","","",27,4,"Perak",1411,192
593,"1705","","",21,3,"Perim",1412,364
456,"1706","","",45,8,"Perlas Is.",1413,257
349,"1707","","",27,4,"Perlis",1414,192
476,"1708","","",5,1,"Perm",1415,276
304,"425","","",4,1,"Armathia",144,160
232,"1996","","",4,1,"Skopelos Kaloyeroi",1703,123
477,"424","","",5,1,"Arkhangelsk",143,277
529,"426","Armeniya","",19,3,"Armenia",145,319
409,"1128","","",19,3,"Karacheyevo-Cherkessiya",839,219
262,"1129","","",25,4,"Karaikal",840,137
291,"1120","","",27,4,"Kangean Is.",831,148
61,"1121","","",27,4,"Kaniet Is.",832,32
294,"1122","","",39,7,"Kansas",833,151
127,"1123","Gansu","",22,3,"Kansu",834,61
462,"1124","","",31,6,"Kanton I.",835,263
182,"1125","","",33,6,"Kapingamaringi",836,83
181,"1126","Caprivi Strip","",13,2,"Kaprivi Zipfel",837,82
562,"1127","","",18,3,"Kara-Kalpakiya",838,342
495,"524","","[Indian Ocean]",15,2,"Bird I.",238,293
319,"525","","[West Indies]",46,8,"Bird I.",239,172
568,"526","Islas Las Aves","[off Venezuela]",46,8,"Bird I.",240,348
462,"527","","",31,6,"Birnie I.",241,263
252,"520","","",25,4,"Bihar",234,137
361,"521","","part of Ralik I. chain",33,6,"Bikini",235,201
54,"522","","",46,8,"Bimini Is.",236,26
151,"523","","",50,8,"Biobío",237,70
128,"1014","Hebei","",22,3,"Hopei",725,61
571,"1015","Hoorn Is.","",31,6,"Horne Is.",726,351
244,"1016","","",31,6,"Howland I.",727,130
244,"1017","","",31,6,"Howland-Baker Is.",728,130
337,"528","","",51,9,"Bishop and Clerk Is.",242,180
61,"529","","",27,4,"Bismark Archipelago",243,32
288,"1012","","",24,3,"Honshu",723,147
571,"1013","","",31,6,"Hoorn Is.",724,351
241,"1234","","",34,6,"Lanai",945,129
349,"1235","","part of Kedah",27,4,"Langkawi",946,192
513,"1236","","",27,4,"Langkesi Is.",947,307
167,"1237","","",7,2,"Lanzarote",948,73
316,"1230","Laccadive Is.","",25,4,"Lakshadweep",941,171
498,"1231","","",4,1,"Lampedusa",942,295
523,"1232","Lan Hsu","",24,3,"Lan Yu",943,315
523,"1233","","",24,3,"Lan Hsu",944,315
311,"1238","","",26,4,"Laos",949,167
311,"1239","Laos","",26,4,"Laos, People's Democratic Republic of",950,167
