"areaID","synonym","name","stateID","notes","regionID","id","kew_regionID"
325,"Tonga","Friendly Is.",541,"",31,587,5
292,"","Frigate I.",493,"",15,588,22
72,"","Fuerteventura",166,"",7,589,11
123,"Al Fajayrah","Fujairah",234,"",21,590,1
123,"Al Fajayrah","Fujeira",234,"",21,591,1
62,"","Fujian",135,"",22,592,17
62,"Fujian","Fukien",135,"",22,593,17
332,"","Funafuti",548,"",31,594,5
349,"","Futuna",569,"",31,595,5
341,"","Futuna",561,"[Vanuatu]",31,596,20
111,"","Gabon",217,"",9,597,15
111,"Gabon","Gaboon",217,"",9,598,15
111,"Gabon","Gabun",217,"",9,599,15
116,"Rolas Is.","Gago Coutinho Is.",225,"",9,600,15
159,"","Gaidhouronisi",303,"",4,601,2
112,"","Galápagos",218,"",48,602,16
113,"","Gambia, The",219,"",8,603,14
327,"","Gambier Is.",543,"",32,604,25
186,"","Gan",343,"",25,605,12
60,"","Gansu",127,"",22,606,17
262,"Nikumaroro","Gardner I.",461,"[Phoenix Is.]",31,607,5
128,"","Gardner Pinnacles",240,"",34,608,35
159,"","Gavdhopoula",303,"",4,609,2
159,"","Gavdhos",303,"",4,610,2
255,"","Gaza Strip",453,"",20,611,1
112,"","Genovesa I.",218,"",48,612,16
317,"Gruziya","Georgia",529,"[Caucasus]",19,613,1
114,"","Georgia",220,"[U.S.A.]",43,614,3
115,"","Germany",221,"",2,615,2
117,"","Ghana",226,"",8,616,14
301,"","Gibraltar",505,"U.K. Crown Colony",3,617,2
118,"","Gilbert Is.",227,"",31,618,5
353,"","Gilgit",575,"",25,619,12
182,"","Glorieuses Is.",339,"",15,620,22
182,"Glorieuses Is.","Glorioso Is.",339,"",15,621,22
136,"","Goa",257,"",25,622,12
45,"","Goiás",81,"",49,623,21
329,"","Gokçeada",545,"",4,624,2
117,"Ghana","Gold Coast",226,"",8,625,14
72,"","Gomera",166,"",7,626,11
127,"","Gonave I.",238,"",46,627,7
94,"","Gonzalez I.",195,"",50,628,29
274,"Nizhny Novgorod","Gorkiy",474,"",5,629,2
335,"","Gorno-Badakhshan",554,"",18,630,27
310,"","Gotland",518,"",1,631,2
318,"","Gough I.",532,"",51,632,10
294,"","Gozo",495,"",4,633,2
25,"","Graciosa",53,"[Azores]",7,634,11
72,"","Graciosa",166,"[Canary Is.]",7,635,11
15,"","Graham Land",37,"part of British Antarctic Territory",52,636,10
72,"","Gran Canaria",166,"",7,637,11
26,"","Grand Bahama",54,"",46,638,7
53,"","Grand Cayman",112,"",46,639,7
171,"","Grande Terre",320,"",46,640,7
26,"","Great Abaco",54,"",46,641,7
121,"","Great Britain",230,"excluding Northern Ireland and Channel Is.",1,642,2
171,"","Great Camanoe",319,"",46,643,7
13,"","Great Coco I.",35,"",26,644,12
26,"","Great Exuma",54,"",46,645,7
26,"","Great Inagua",54,"",46,646,7
122,"","Greece",231,"excluding Kriti (with Karpathos) and East Aegean Is. (including Rhodos).",4,647,2
299,"","Green Is.",501,"",31,648,20
120,"","Greenland",229,"self-governing I. Territory of Denmark",35,649,3
82,"Kapingamarangi","Greenwich I.",181,"",33,650,28
354,"","Grenada",579,"",46,651,7
354,"","Grenadines of Grenada",579,"",46,652,7
354,"","Grenadines of St.Vincent",582,"",46,653,7
317,"","Gruziya",529,"excluding Abkhasiya and Adzhariya",19,654,1
299,"","Guadalcanal",502,"",31,655,20
171,"","Guadeloupe",320,"[Caribbean] Overseas Departement of France",46,656,7
208,"","Guadelupe I.",382,"[Pacific]",44,657,13
198,"","Guam",357,"unincorporated territory of U.S.A.",33,658,28
171,"","Guana I.",319,"",46,659,7
309,"","Guanaja",516,"one of Bahia Is.",46,660,13
206,"","Guanajuato",374,"",44,661,13
62,"","Guangdong",136,"",22,662,17
62,"","Guangxi",137,"",22,663,17
62,"","Guangzhou",136,"",22,664,17
124,"","Guatemala",235,"",45,665,13
109,"","Guernsey",213,"",3,666,2
210,"","Guerrero",390,"",44,667,13
125,"","Guinea",236,"",8,668,14
119,"","Guinea-Bissau",228,"",8,669,14
56,"","Guizhou",116,"",22,670,17
136,"","Gujarat",258,"",25,671,12
116,"","Gulf of Guinea Is.","","",9,672,15
123,"","Gulf States","","",21,673,1
181,"","Gunners Quoin",338,"",15,674,22
193,"","Gunungapi",351,"",27,675,19
126,"","Guyana",237,"",47,676,21
110,"French Guiana","Guyane Francais",216,"",47,677,21
325,"","Ha'apai Is.",541,"",31,678,5
162,"","Habomai-shoto",306,"",17,679,27
146,"","Hachijo-jima",287,"",24,680,17
248,"","Hahajima",446,"",24,681,17
57,"","Hainan",120,"",22,682,17
127,"","Haiti",238,"excluding Navassa I.",46,683,7
127,"","Haiti","","including Navassa I.",46,684,7
309,"Media Luna, Arrecife","Half Moon Reefs",516,"",46,685,13
82,"","Hall I.",181,"",33,686,28
193,"","Halmahera",351,"",27,687,19
362,"","Hanish al Kabir",591,"",21,688,1
362,"Hanish al Kabir","Hanish Is.",591,"",21,689,1
327,"","Hao",543,"",32,690,25
136,"","Haryana",259,"",25,691,12
33,"Burkina","Haute Volta",62,"",8,692,14
128,"","Hawai'i","","",34,693,35
128,"","Hawai'i",240,"one of Hawai'ian Is.",34,694,35
128,"","Hawai'ian Is.",240,"",34,695,35
130,"","Heard I.",244,"",51,696,10
130,"","Heard-McDonald Is.",244,"External Territory of Australia",51,697,10
60,"","Hebei",128,"",22,698,17
59,"","Heilongjiang",123,"",22,699,17
59,"Heilongjiang","Heilungkiang",123,"",22,700,17
82,"","Helen Reef",182,"",33,701,28
62,"","Henan",138,"",22,702,17
263,"","Henderson I.",462,"",32,703,25
363,"","Herzegovina",592,"part of Bosnia-Herzegovina",4,704,2
327,"","Hereheretue",543,"",32,705,25
109,"","Herm",213,"",3,706,2
346,"","Hermanos, Los",566,"",46,707,16
32,"","Hermit Is.",61,"",27,708,26
76,"","Hervey I.",171,"",32,709,25
206,"","Hidalgo",375,"",44,710,13
72,"","Hierro",166,"",7,711,11
353,"","Himachal Pradesh",574,"",25,712,12
62,"Hong Kong","Hisiangkang",139,"",22,713,17
"","Dominican Republic and Haiti","Hispaniola","","",46,714,7
199,"","Hiva Oa",359,"",32,715,25
146,"","Hokkaido",286,"",24,716,17
222,"Netherlands","Holland",415,"",2,717,2
345,"","Hon Panjang",565,"",26,718,23
62,"Henan","Honan",138,"",22,719,17
309,"","Honduran Caribbean Is.",516,"",46,720,13
131,"","Honduras",245,"",45,721,13
62,"","Hong Kong",139,"U.K. Dependent Territory",22,722,17
146,"","Honshu",287,"",24,723,17
349,"","Hoorn Is.",569,"",31,724,5
60,"Hebei","Hopei",128,"",22,725,17
349,"Hoorn Is.","Horne Is.",569,"",31,726,5
129,"","Howland I.",243,"",31,727,5
129,"","Howland-Baker Is.",243,"",31,728,5
363,"Croatia","Hrvatska",593,"",4,729,2
286,"","Huahine",486,"one of Iles sous le Vent",32,730,25
56,"","Hubei",117,"",22,731,17
262,"Orona","Hull I.",461,"",31,732,5
324,"Manihiki","Humphrey I.",538,"",31,733,25
62,"","Hunan",140,"",22,734,17
132,"","Hungary",246,"",2,735,2
238,"","Hunter Is.",435,"",31,736,32
238,"","Huon I.",435,"",31,737,32
56,"Hubei","Hupeh",117,"",22,738,17
27,"","Ibiza",55,"",3,739,2
133,"","Iceland",247,"",1,740,2
134,"","Idaho",248,"",38,741,3
195,"","Ifni",353,"",6,742,4
95,"","Ikaria",196,"one of Dhodekanisos",20,743,1
181,"Mauritius","Ile de France",338,"",15,744,22
286,"","Iles du Vent",486,"",32,745,25
286,"","Iles sous le Vent",486,"",32,746,25
122,"","Iliodhromia",231,"one of Voriai Sporadhes",4,747,2
135,"","Illinois",249,"",39,748,3
329,"Gokceada","Imbroz",545,"",4,749,2
329,"Gokceada","Imroz",545,"",4,750,2
318,"","Inaccessible I.",532,"",51,751,10
26,"","Inagua Is.",54,"",46,752,7
146,"","Inamba-jima",287,"",24,753,17
136,"","India","","excluding Andaman Is., Assam, Jammu-Kashmir, Laccadive Is. and Sikkim",25,754,12
137,"","Indiana",274,"",40,755,3
"","Irian Jaya, Jawa, Kalimantan, Lesser Sunda Is., Moluccas, Sulawesi and Sumatera","Indonesia","","split between areas 6 C Malay Is. and 6 E New Guinea of Kew system",27,756,33
196,"","Inhaca I.",355,"",12,757,6
58,"","Inner Mongolia","","",22,758,17
122,"","Ioinianisia",231,"",4,759,2
122,"Ionioi Nisoi","Ionian Is.",231,"",4,760,2
122,"","Ionioi Nisoi",231,"",4,761,2
122,"","Voriai",231,"one of Kikladhes",4,762,2
138,"","Iowa",275,"",39,763,3
141,"","Iran",279,"",20,764,1
142,"","Iraq",280,"",20,765,1
139,"","Ireland",276,"excluding Northern Ireland",1,766,2
139,"","Ireland","","including Northern Ireland",1,767,2
139,"Northern Ireland","Ireland, Northern",277,"",1,768,2
239,"","Irian Jaya",436,"",27,769,26
230,"","Iriomote",426,"part of Sakishima-gunto",24,770,17
140,"","Irkutsk",278,"",16,771,27
140,"Irkutsk","Irkutskaya Oblast",278,"",16,772,27
112,"","Isabela I.",218,"",48,773,16
230,"","Ishigaki",426,"part of Sakishima-gunto",24,774,17
121,"","Isle of Man",230,"",1,775,2
238,"","Isle of Pines",435,"",31,776,32
255,"","Israel",453,"",20,777,1
143,"Italy","Italia",281,"",4,778,2
300,"","Italian Somaliland",503,"",10,779,24
143,"","Italy","","excluding Sardena and Sicilia; including SAN MArino and Vatican City",4,780,2
143,"","Italy",281,"excluding Sardena and Sicilia",4,781,2
274,"","Ivanovo",474,"",5,782,2
27,"Ibiza","Iviza",55,"",3,783,2
144,"","Ivory Coast",284,"",8,784,14
164,"","Iwo Jima",308,"",24,785,17
210,"","Jalisco",391,"",44,786,13
136,"","Jalpaiguri",272,"",25,787,12
200,"","Jaluit",360,"part of Ralik chain",33,788,28
145,"","Jamaica",285,"",46,789,7
353,"","Jammu-Kashmir",575,"",25,790,12
308,"","Jan Mayen I.",514,"I. Territory of Norway",1,791,2
146,"","Japan","","",24,792,17
173,"","Jarvis I.",328,"",32,793,25
147,"Jawa","Java",290,"",27,794,19
147,"","Jawa",290,"excluding Bali",27,795,19
109,"","Jersey",213,"",3,796,2
156,"Yevreysk","Jewish Autonomous Region",299,"",17,797,27
62,"","Jiangsu",141,"",22,798,17
62,"","Jiangxi",142,"",22,799,17
92,"Djibouti","Jibouti",193,"",10,800,24
59,"","Jilin",124,"",22,801,17
128,"","Johnston I.",241,"",34,802,35
191,"Johor","Johore",348,"",27,803,37
255,"","Jordan",454,"",20,804,1
171,"","Jost van Dyke",319,"",46,805,7
148,"","Juan Fernández Is.",291,"",50,806,29
182,"","Juan de Nova",339,"",15,807,22
179,"","Judge and Clerk Is.",336,"",51,808,10
363,"Yugoslavia","Jugoslavia","","",4,809,2
5,"","Jujuy",19,"",50,810,29
86,"","Juventud, Isla de la",186,"",46,811,7
105,"","Kabara",209,"",31,812,36
218,"","Kabardino-Balkariya",407,"",19,813,1
105,"","Kadavu",209,"",31,814,36
128,"","Kahoolawe",240,"",34,815,35
193,"","Kai Is.",351,"",27,816,19
306,"","Kalaotoa",511,"",27,817,19
38,"","Kalimantan",71,"",27,818,19
95,"","Kalimnos",196,"one of Dhodekanisos",20,819,1
274,"Tver","Kalinin",474,"",5,820,2
35,"","Kaliningrad",65,"",5,821,2
277,"Kalmykyia","Kalmytskaya A.S.S.R.",477,"",5,822,2
274,"","Kaluga",474,"",5,823,2
362,"","Kamaran Is.",591,"",21,824,1
105,"Kabara","Kambara",209,"",31,825,36
149,"","Kamchatka",292,"",17,826,27
175,"","Kamodo",332,"",27,827,19
54,"Cambodia","Kampuchea",113,"",26,828,23
105,"Kadavu","Kandavu",209,"",31,829,36
297,"","Kangaroo I.",499,"",29,830,9
147,"","Kangean Is.",290,"",27,831,19
32,"","Kaniet Is.",61,"",27,832,26
150,"","Kansas",293,"",39,833,3
60,"Gansu","Kansu",127,"",22,834,17
262,"","Kanton I.",461,"",31,835,5
82,"","Kapingamaringi",181,"",33,836,28
81,"Caprivi Strip","Kaprivi Zipfel",180,"",13,837,18
340,"","Kara-Kalpakiya",560,"",18,838,27
218,"","Karacheyevo-Cherkessiya",408,"",19,839,1
136,"","Karaikal",261,"",25,840,12
276,"","Karelia",476,"",5,841,2
306,"","Karkaralong Is.",511,"",27,842,19
136,"","Karnataka",262,"",25,843,12
159,"","Kárpathos",303,"",4,844,2
159,"","Kasos",303,"",4,845,2
128,"","Kauai",240,"",34,846,35
151,"","Kazakhstan",294,"excluding West Kazakhstan",18,847,27
164,"","Kazan-retto",308,"",24,848,17
191,"","Kedah",348,"",27,849,37
65,"Cocos (Keeling) I.","Keeling I.",149,"",27,850,19
237,"","Keewatin",434,"",35,851,3
191,"","Kelantan",348,"",27,852,37
357,"","Kemerovo",585,"",16,853,27
161,"","Kentucky",305,"",43,854,3
153,"","Kenya",296,"",11,855,38
122,"Kefallinia","Kephalinia",231,"",4,856,2
136,"","Kerala",260,"",25,857,12
152,"","Kerguelen",295,"part of French Southern and Antarctic Territories",51,858,10
122,"","Kérkira",231,"",4,859,2
154,"","Kermadec Is.",297,"",30,860,34
156,"","Khabarovsk",299,"",17,861,27
158,"","Khakassiya",302,"",16,862,27
95,"","Khalki",196,"one of Dhodekanisos",20,863,1
122,"","Khamili",231,"",4,864,2
357,"","Khanty-Mansi",585,"",16,865,27
95,"","Khios",196,"",20,866,1
54,"Cambodia","Khmer Republic",113,"",26,867,23
122,"","Khristiana",231,"one of Kikladhes",4,868,2
62,"Jiangxi","Kiangsi",142,"",22,869,17
62,"Jiangsu","Kiangsu",141,"",22,870,17
230,"","Kikai-shima",426,"part of Amami-shoto",24,871,17
122,"","Kikladhes",231,"",4,872,2
299,"","Kilinailau",501,"",31,873,20
62,"","Kin-Men",143,"",22,874,17
327,"","King George Is.",543,"",32,875,25
15,"","King George V Land",37,"part of Australian Antarctic Territory",52,876,10
173,"","Kingman Reef",328,"",32,877,25
118,"","Kingsmill Is.",227,"",31,878,5
155,"Kirgizistan","Kirgiziya",298,"",18,879,27
155,"","Kirgizistan",298,"",18,880,27
"","Gilbert Is., Phoenix Is. and Kiribati Line Is.","Kiribati","","split between areas 9 D Samoan Is. and 9 E S.E. Polynesia of Kew system","",881,33
173,"","Kiribati Line Is.",327,"",32,882,25
59,"Jilin","Kirin",124,"",22,883,17
173,"","Kiritimati",327,"",32,884,25
239,"Trobriand Is.","Kiriwina Is.",437,"",27,885,26
275,"","Kirov",475,"",5,886,2
230,"","Kita Daito",426,"one of Daito Is.",24,887,17
164,"","Kita Iwo",308,"",24,888,17
164,"","Kitalo",308,"",24,889,17
122,"","Kithira",231,"",4,890,2
128,"","Kittery I.",240,"",34,891,35
345,"","Ko Way",565,"",26,892,23
230,"","Kobisho",426,"",24,893,17
136,"","Koch Bihar",272,"",25,894,12
20,"","Kodiak I.",42,"",35,895,3
149,"","Komandor Is.",292,"",17,896,27
175,"","Komba",332,"",27,897,19
276,"","Komi",476,"",5,898,2
35,"Kaliningrad","Konigsberg",65,"",5,899,2
157,"","Korea","","",24,900,17
157,"","Korea, People's Democratic Republic of",300,"",24,901,17
157,"","Korea, Republic of",301,"",24,902,17
149,"","Koryanskiy",292,"",17,903,27
95,"","Kos",196,"one of Dhodekanisos",20,904,1
363,"","Kosovo",594,"",4,905,2
82,"","Kosrae",181,"",33,906,28
274,"","Kostroma",474,"",5,907,2
159,"","Koufonisi",303,"",4,908,2
146,"","Kozu-shima",287,"",24,909,17
218,"","Krasnodar",409,"",19,910,1
158,"","Krasnoyarsk",302,"",16,911,27
159,"","Kriti",303,"",4,912,2
160,"","Krym",304,"",5,913,2
230,"","Kuchino-shima",426,"part of Tokara-retto",24,914,17
128,"","Kure I.",242,"",34,915,35
357,"","Kurgan",585,"",16,916,27
118,"","Kuria",227,"",31,917,5
251,"","Kuria Muria Is.",449,"",21,918,1
162,"","Kuril Is.",306,"",17,919,27
274,"","Kursk",474,"",5,920,2
82,"Kosrae","Kusaie",181,"",33,921,28
163,"","Kuwait",307,"",21,922,1
275,"Samara","Kuybyshev",475,"",5,923,2
200,"","Kwajalein",360,"part of Ralik chain",33,924,28
62,"Guangxi","Kwangsi",137,"",22,925,17
62,"Guangdong","Kwantung",136,"",22,926,17
56,"Guizhou","Kweichow",116,"",22,927,17
88,"Cyprus","Kyproz",188,"",20,928,1
146,"","Kyushu",288,"",24,929,17
69,"","La Araucania",152,"",50,930,29
171,"","La Desirade",320,"",46,931,7
292,"","La Digue I.",493,"",15,932,22
72,"","La Palma",166,"",7,933,11
3,"","La Pampa",10,"",50,934,29
5,"","La Rioja",20,"",50,935,29
165,"","Labrador",309,"",37,936,3
38,"","Labuan",72,"",27,937,19
170,"","Laccadive Is.",315,"",25,938,12
353,"","Ladakh",575,"",25,939,12
332,"Tuvalu","Lagoon Is.",548,"",31,940,5
170,"Laccadive Is.","Lakshadweep",315,"",25,941,12
294,"","Lampedusa",496,"",4,942,2
313,"Lan Hsu","Lan Yu",521,"",24,943,17
313,"","Lan Hsu",521,"",24,944,17
128,"","Lanai",240,"",34,945,35
191,"","Langkawi",348,"part of Kedah",27,946,37
306,"","Langkesi Is.",511,"",27,947,19
72,"","Lanzarote",166,"",7,948,11
166,"","Laos",310,"",26,949,23
166,"Laos","Laos, People's Democratic Republic of",310,"",26,950,23
346,"","Las Aves Is.",566,"",46,951,16
35,"","Latvia",66,"",5,952,2
105,"","Lau Is.",209,"",31,953,36
239,"","Laughlan Is.",437,"",27,954,26
15,"","Laurie I.",37,"one of South Orkney Is.",52,955,10
299,"Choiseul","Lauru",502,"",31,956,20
38,"","Laut Kecil Is.",71,"",27,957,19
128,"","Laysan I.",240,"",34,958,35
168,"","Lebanon",312,"",20,959,1
168,"","Lebanon-Syria","","",20,960,1
23,"","Leeward I.",50,"[New Zealand] one of Antipodean Is.",30,961,10
171,"","Leeward Is.","","[Caribbean]",46,962,7
286,"","Leeward Is.",486,"[Pacific] one of Iles sous le Vent",32,963,25
122,"Limnos","Lemnos",231,"",4,964,2
278,"","Leningrad",478,"",5,965,2
95,"","Leros",196,"one of Dhodekanisos",20,966,1
95,"Lesvos","Lesbos",196,"",20,967,1
172,"","Lesotho",326,"",13,968,18
"","Leeward Is. and Windward Is.","Lesser Antilles","","",46,969,7
175,"","Lesser Sunda Is.",332,"excluding East Timor",27,970,19
95,"","Lesvos",196,"",20,971,1
175,"","Leti Is.",332,"",27,972,19
122,"","Levitha",231,"one of Kikladhes",4,973,2
146,"Tok-to","Liancourt Rock",287,"",24,974,17
59,"","Liaoning",125,"",22,975,17
167,"","Liberia",311,"",8,976,14
169,"","Libya",314,"",6,977,4
24,"","Liechtenstein",52,"",2,978,2
32,"","Lihir Is.",61,"",27,979,26
190,"","Likhoma Is.",347,"",12,980,6
122,"","Limnos",231,"",4,981,2
173,"","Line Is.","","",32,982,25
307,"","Lingga Is.",512,"",27,983,19
294,"","Linosa",496,"",4,984,2
294,"","Lipari Is.",496,"",4,985,2
274,"","Lipetsk",474,"",5,986,2
95,"","Lipsoi",196,"one of Dhodekanisos",20,987,1
128,"","Lisianski I.",240,"",34,988,35
35,"","Lithuania",67,"",5,989,2
35,"Lithuania","Litva",67,"",5,990,2
53,"","Little Cayman",112,"",46,991,7
13,"","Little Coco I.",35,"",26,992,12
26,"","Little Inagua",54,"",46,993,7
105,"","Loma-i-Viti Is.",209,"",31,994,36
175,"","Lombok",332,"",27,995,19
239,"","Long I.",437,"[Bismarck Sea]",27,996,26
26,"","Long I.",54,"[Caribbean]",46,997,7
341,"","Lopevi",561,"",31,998,20
224,"","Lord Howe I.",417,"[off Australia]",29,999,9
299,"Ontong Java","Lord Howe I.",502,"[Solomon Is.]",31,1000,20
346,"","Los Hermanos Is.",566,"",46,1001,16
69,"","Los Lagos",162,"",50,1002,29
346,"","Los Roques Is.",566,"",46,1003,16
346,"","Los Testigos Is.",566,"",46,1004,16
146,"Sofu-gan","Lot's Wife",287,"",24,1005,17
287,"","Louisa Reef",488,"politically and geographically disputed - region 6 F is a compromise solution",26,1006,30
239,"","Louisiade Archipelago",437,"",27,1007,26
174,"","Louisiana",329,"",43,1008,3
327,"","Low Archipelago",543,"",32,1009,25
238,"Loyaute Is.","Loyalty Is.",435,"",31,1010,32
238,"","Loyauté Is.",435,"",31,1011,32
193,"","Lucipara Is.",351,"",27,1012,19
239,"","Lusancay Is.",437,"",27,1013,26
31,"","Luxembourg",60,"",2,1014,2
261,"","Luzon",460,"",27,1015,31
62,"","Ma-tsu-Pai-chúan",145,"",22,1016,17
62,"","Macau",144,"",22,1017,17
62,"Macau","Macao",144,"",22,1018,17
154,"","Macauley I.",297,"",30,1019,34
122,"Makedhonia","Macedonia",231,"[Greece]",4,1020,2
363,"","Macedonia",595,"[of former Yugoslavia]",4,1021,2
116,"Bioko","Macias Nguema Biyoga",223,"",9,1022,15
243,"","Mackenzie",441,"",35,1023,3
179,"","Macquarie Is.",336,"",51,1024,10
15,"","MacRobertson Land",37,"part of Australian Antarctic Territory",52,1025,10
184,"","Madagascar",341,"",15,1026,22
185,"","Madeira",342,"self-governing I. Region of Portugal",7,1027,11
136,"","Madhya Pradesh",264,"",25,1028,12
147,"","Madura",290,"",27,1029,19
341,"","Maewo",561,"",31,1030,20
314,"","Mafia I.",522,"",11,1031,38
176,"","Magadan",333,"",17,1032,27
69,"","Magellanes",163,"",50,1033,29
136,"","Maharashtra",265,"",25,1034,12
136,"","Mahé",263,"[India]",25,1035,12
292,"","Mahé",493,"[Seychelles]",15,1036,22
118,"","Maiana",227,"",31,1037,5
177,"","Maine",334,"",40,1038,3
286,"","Maio",486,"one of Iles du Vent",32,1039,25
309,"","Maiz Is.",517,"",46,1040,13
27,"Mallorca","Majorca",55,"",3,1041,2
200,"","Majuro",360,"part of Ratak chain",33,1042,28
327,"","Makatea",543,"",32,1043,25
122,"","Makedhonia",231,"",4,1044,2
363,"Macedonia","Makedonija",595,"",4,1045,2
327,"","Makemo",543,"",32,1046,25
118,"Butaritari","Makin I.",227,"",31,1047,5
299,"San Cristobal","Makira",502,"",31,1048,20
299,"Malaita","Mala",502,"",31,1049,20
191,"Melaka","Malacca",348,"",27,1050,37
184,"Madagascar","Malagasy Republic",341,"",15,1051,22
299,"","Malaita",502,"",31,1052,20
341,"","Malakula",561,"",31,1053,20
190,"","Malawi",347,"",12,1054,6
191,"","Malaya","","",27,1055,37
"","Peninsular Malaysia, Sabah and Sarawak","Malaysia","","split between areas 6 A Malay Peninsula and 6 C Malay Is. of Kew system",27,1056,33
173,"","Malden I.",327,"",32,1057,25
186,"","Maldives",343,"",25,1058,12
189,"","Mali",346,"",8,1059,14
341,"Malakula","Mallicollo",561,"",31,1060,20
27,"","Mallorca",55,"",3,1061,2
200,"","Maloelap",360,"part of Ratak chain",33,1062,28
79,"","Malpelo I.",176,"",45,1063,16
294,"","Malta",495,"",4,1064,2
193,"","Maluku",351,"",27,1065,19
104,"Falkland Is.","Malvinas",208,"",51,1066,29
105,"Mamanuca Is.","Mamanutha Is.",209,"",31,1067,36
121,"","Man, Isle of",230,"British Crown Dependency",1,1068,2
123,"Al Manamah","Manamah",232,"",21,1069,1
59,"","Manchuria","","",22,1070,17
76,"","Mangaia",171,"",32,1071,25
327,"","Mangareva",543,"one of Gambier Is.",32,1072,25
324,"","Manihiki",538,"",31,1073,25
324,"","Manihiki Is.",538,"",31,1074,25
22,"","Manipur",45,"",25,1075,12
178,"","Manitoba",335,"",36,1076,3
262,"","Manra",461,"",31,1077,5
237,"","Mansel I.",434,"",35,1078,3
281,"","Manu'a",481,"",31,1079,5
32,"","Manus Is.",61,"one of Admiralty Is.",27,1080,26
239,"","Mapia I.",436,"",27,1081,26
46,"","Maranhão",88,"",49,1082,21
112,"","Marchena I.",218,"",48,1083,16
183,"","Marcus I.",340,"",33,1084,28
346,"","Margarita I.",566,"",46,1085,16
275,"","Mari",475,"",5,1086,2
198,"","Marianas","","part of Trust Territory of Pacific Is. (United Nations Trust Territory administered by U.S.A.)",33,1087,28
210,"","Marias Is.",393,"",44,1088,13
15,"","Marie Byrd Land",37,"",52,1089,10
171,"","Marie Galante",320,"",46,1090,7
8,"","Marie Louise I.",29,"one of Amirante group",15,1091,22
197,"","Marion I.",356,"",51,1092,10
197,"","Marion-Prince Edward Is.",356,"",51,1093,10
275,"Mari","Mariyskaya A.S.S.R.",475,"",5,1094,2
128,"","Maro Reef",240,"",34,1095,35
195,"Morocco","Maroc",353,"",6,1096,4
328,"","Marotiri",544,"",32,1097,25
199,"","Marquesas",359,"",32,1098,25
200,"","Marshall Is.",360,"part of Trust Territory of Pacific Is. (United Nations Trust Territory administered by U.S.A.)",33,1099,28
47,"","Martin Vas Is.",98,"",49,1100,21
354,"","Martinique",580,"Overseas Departement of France",46,1101,7
201,"","Maryland",361,"",43,1102,3
148,"Robinson Crusoe I.","Mas a Tierra",291,"",50,1103,29
148,"Alejandro Selkirk I.","Mas Afuera",291,"",50,1104,29
147,"","Masalembu Besar",290,"",27,1105,19
180,"","Masachusettes",337,"",40,1106,3
45,"","Mato Grosso",83,"",49,1107,21
45,"","Mato Grosso do Sul",82,"",49,1108,21
238,"","Matthew Is.",435,"",31,1109,32
198,"","Maug Is.",358,"",33,1110,28
128,"","Maui",240,"",34,1111,35
76,"","Mauke",171,"",32,1112,25
68,"","Maule",153,"",50,1113,29
286,"","Maupiti",486,"one of Iles sous le Vent",32,1114,25
204,"","Mauritania",364,"",8,1115,14
181,"","Mauritius",338,"",15,1116,22
26,"","Mayaguana",54,"",46,1117,7
74,"","Mayotte",169,"",15,1118,22
354,"","Mayreau",582,"one of Grenadines of St.Vincent",46,1119,7
105,"","Mbengga",209,"",31,1120,36
130,"","McDonald I.",244,"",51,1121,10
262,"","McKean I.",461,"",31,1122,5
309,"","Media Luna Reefs",516,"",46,1123,13
22,"","Meghalaya",46,"",25,1124,12
286,"","Mehetia",486,"one of Iles du Vent",32,1125,25
191,"","Melaka",348,"",27,1126,37
195,"","Melilla",354,"",6,1127,4
235,"","Melville I.",432,"",29,1128,9
5,"","Mendoza",21,"",50,1129,29
27,"","Menorca",55,"",3,1130,2
307,"","Mentawai Is.",512,"",27,1131,19
212,"","Mergui Archipelago",400,"",26,1132,12
82,"","Merit I.",182,"",33,1133,28
142,"Iraq","Mesopotamia",280,"",20,1134,1
208,"","Mexican Pacific Is.","","",44,1135,13
"","Region 79 Mexico","Mexico","","",44,1136,13
205,"","Mexico Central","","",44,1137,13
205,"","Mexico Distrito Federal",365,"",44,1138,13
206,"","Mexico Northeast","","",44,1139,13
209,"","Mexico Northwest","","",44,1140,13
211,"","Mexico Southeast","","",44,1141,13
210,"","Mexico Southwest","","",44,1142,13
205,"","México State",366,"",44,1143,13
187,"","Michigan",344,"",40,1144,3
210,"","Michoacán",392,"",44,1145,13
82,"","Micronesia Federated States",181,"",33,1146,28
75,"Congo","Middle Congo",170,"",9,1147,15
318,"","Middle I.",532,"",51,1148,10
224,"","Middleton Reef",417,"",29,1149,9
128,"","Midway Is.",242,"",34,1150,35
146,"","Mikura-jima",287,"",24,1151,17
122,"","Milos",231,"one of Kikladhes",4,1152,2
183,"Marcus I.","Minami Tori-shima",340,"",33,1153,28
47,"","Minas Gerais",95,"",49,1154,21
261,"","Mindanao",460,"",27,1155,31
261,"","Mindoro",460,"",27,1156,31
170,"","Minicoy Is.",315,"",25,1157,12
188,"","Minnesota",345,"",39,1158,3
27,"Menorca","Minorca",55,"",3,1159,2
3,"","Misiones",11,"",50,1160,29
309,"","Miskito Cays",517,"",46,1161,13
239,"","Misool",436,"",27,1162,26
202,"","Mississippi",362,"",43,1163,3
203,"","Missouri",363,"",39,1164,3
288,"","Mitre I.",489,"",31,1165,20
146,"","Miyake-jima",287,"",24,1166,17
