id,hybrid,genus,author,synonym_id,family_id
"3656","","Ugni","Turcz.","","330"
"3657","","Uromyrtus","Burret","","330"
"3658","","Verticordia","DC.","","330"
"14846","","Waterhousea","B.Hyland","","330"
"3659","","Wehlia","F.Muell.","3586","330"
"14217","","Welchiodendron","Peter G.Wilson & J.T.Waterh.","","330"
"3660","","Whiteodendron","Steenis","","330"
"3661","","Xanthomyrtus","Diels","","330"
"3662","","Xanthostemon","F.Muell.","","330"
"20730","","Xenodendron","K.Schum. & Lauterb.","3538","330"
"338","","Nelumbo","Adans.","","331"
"9764","","Nepenthes","L.","","332"
"9219","","Nesogenes","A.DC.","","333"
"3293","","Grielum","L.","","334"
"3294","","Neurada","L.","","334"
"3295","","Neuradopsis","Bremek. & Oberm.","","334"
"9430","","Abronia","Juss.","","335"
"9431","","Acleisanthes","A.Gray","","335"
"9432","","Allionia","L.","","335"
"9433","","Allioniella","Rydb.","","335"
"9434","","Ammocodon","Standl.","","335"
"9435","","Andradea","Allemao","","335"
"9436","","Anulocaulis","Standl.","","335"
"14211","","Belemia","Pires","","335"
"9437","","Boerhavia","L.","","335"
"9438","","Boldoa","Cav. ex Lag.","","335"
"9439","","Bougainvillea","Comm. ex Juss.","","335"
"23215","","Calpidia","Thouars","9460","335"
"9440","","Caribea","Alain","","335"
"9441","","Ceodes","J.R.Forst. & G.Forst.","9460","335"
"9442","","Cephalotomandra","H.Karst. & Triana","","335"
"9443","","Colignonia","Endl.","","335"
"16670","","Colliguonia","Endl.","9443","335"
"9444","","Commicarpus","Standl.","","335"
"9445","","Cryptocarpus","Kunth","","335"
"9446","","Cuscatlania","Standl.","","335"
"9447","","Cyphomeris","Standl.","","335"
"9448","","Grajalesia","Miranda","","335"
"9449","","Guapira","Aubl.","","335"
"18013","","Heimerlia","Skottsb.","9460","335"
"9450","","Heimerliodendron","Skottsb.","9460","335"
"16671","","Hermidium","S.Watson","9454","335"
"9451","","Hesperonia","Standl.","","335"
"9452","","Izabalaea","Lundell","","335"
"9453","","Leucaster","Choisy","","335"
"9454","","Mirabilis","L.","","335"
"9455","","Neea","Ruiz & Pav.","","335"
"25351","","Neeopsis","Lundell","","335"
"9456","","Nyctaginia","Choisy","","335"
"9457","","Okenia","Schltdl. & Cham.","","335"
"9458","","Oxybaphus","L'Her. ex Willd.","","335"
"9459","","Phaeoptilum","Radlk.","","335"
"9460","","Pisonia","L.","","335"
"9461","","Pisoniella","(Heimerl) Standl.","","335"
"9462","","Quamoclidion","Choisy","","335"
"9463","","Ramisia","Glaz. ex Baill.","","335"
"9464","","Reichenbachia","Spreng.","","335"
"9465","","Rockia","Heimerl","9460","335"
"9466","","Salpianthus","Bonpl.","","335"
"9467","","Selinocarpus","A.Gray","","335"
"18011","","Senckenbergia","Post & Kuntze","9447","335"
"18014","","Timeroya","Benth.","9460","335"
"18015","","Timeroyea","Montrouz.","9460","335"
"15908","","Torrubia","Vell.","9460","335"
"18016","","Torrukia","Vell.","9460","335"
"18012","","Tricycla","Cav.","9439","335"
"9468","","Tripterocalyx","(Torr.) Hook.","","335"
"22273","","Wedelia","Loefl.","9432","335"
"18010","","Wedeliella","Cockerell","9432","335"
"336","","Barclaya","Wall.","","336"
"337","","Euryale","Salisb.","","336"
"24686","","Hydrostemma","Wall.","336","336"
"339","","Nuphar","Sm.","","336"
"340","","Nymphaea","L.","","336"
"341","","Ondinea","Hartog","","336"
"342","","Victoria","Lindl.","","336"
"1876","","Adenanthe","Maguire, Steyerm. & Wurdack","1903","337"
"1877","","Adenarake","Maguire & Wurdack","","337"
"1878","","Blastemanthus","Planch.","","337"
"1879","","Brackenridgea","A.Gray","","337"
"17810","","Campylospermum","Tiegh.","16411","337"
"1880","","Cespedesia","Goudot","","337"
"25130","","Charidion","Bong.","1891","337"
"17809","","Diporidium","H.L.Wendl.","1892","337"
"17812","","Distephania","Gagnep.","1886","337"
"1882","","Elvasia","DC.","","337"
"25789","","Epiblepharis","Tiegh.","1891","337"
"1883","","Euthemis","Jack","","337"
"1884","","Fleurydora","A.Chev.","","337"
"25787","","Fournieria","Tiegh.","1880","337"
"1885","","Godoya","Ruiz & Pav.","","337"
"16411","","Gomphia","Schreb.","","337"
"25791","","Hilairella","Tiegh.","1891","337"
"25784","","Hostmannia","Planch.","1882","337"
"16412","","Idertia","Farron","16411","337"
"1886","","Indosinia","J.E.Vidal","","337"
"1887","","Indovethia","Boerl.","1898","337"
"16413","","Kaieteuria","Dwyer","1893","337"
"1888","","Krukoviella","A.C.Sm.","","337"
"16414","","Lavradia","Vell. ex Vand.","1898","337"
"1889","","Leitgebia","Eichler","1898","337"
"1890","","Lophira","Banks ex C.F.Gaertn.","","337"
"1891","","Luxemburgia","A.St.-Hil.","","337"
"16415","","Neckia","Korth.","1898","337"
"1892","","Ochna","L.","","337"
"1893","","Ouratea","Aubl.","","337"
"1894","","Pentaspatella","Gleason","1898","337"
"25790","","Periblepharis","Tiegh.","1891","337"
"25302","","Perissocarpa","Steyerm. & Maguire","","337"
"1895","","Philacra","Dwyer","","337"
"25786","","Planchonella","Tiegh.","1888","337"
"25788","","Plectanthera","Mart. & Zucc.","1891","337"
"22220","","Pleuroridgea","Tiegh.","1879","337"
"1896","","Poecilandra","Tul.","","337"
"17811","","Rhabdophyllum","Tiegh.","16411","337"
"1897","","Rhytidanthera","(Planch.) Tiegh.","","337"
"16416","","Roraimanthus","Gleason","1898","337"
"1898","","Sauvagesia","L.","","337"
"1899","","Schuurmansia","Blume","","337"
"1900","","Schuurmansiella","Hallier f.","","337"
"1901","","Sinia","Diels","","337"
"1902","","Testulea","Pellegr.","","337"
"25131","","Trichovaselia","Tiegh.","1882","337"
"1903","","Tyleria","Gleason","","337"
"25785","","Vaselia","Tiegh.","1882","337"
"1904","","Vausagesia","Baill.","1898","337"
"1905","","Wallacea","Spruce ex Hook.","","337"
"24402","","Acrolobus","Klotzsch","1997","338"
"1986","","Anacolosa","(Blume) Blume","","338"
"1987","","Aptandra","Miers","","338"
"17821","","Aptandropsis","Ducke","1997","338"
"1988","","Brachynema","Benth.","","338"
"1989","","Cathedra","Miers","","338"
"1990","","Chaunochiton","Benth.","","338"
"1991","","Coula","Baill.","","338"
"1992","","Curupira","G.A.Black","","338"
"1993","","Diogoa","Exell & Mendonca","","338"
"23087","","Douradoa","Sleumer","","338"
"24406","","Drebbelia","Zoll.","2001","338"
"1994","","Dulacia","Vell.","","338"
"16419","","Eganthus","Tiegh.","1998","338"
"16420","","Endusa","Miers","1998","338"
"1995","","Erythropalum","Blume","","338"
"24403","","Fissilia","Comm. ex Juss.","2001","338"
"1996","","Harmandia","Pierre ex Baill.","","338"
"1997","","Heisteria","Jacq.","","338"
"17822","","Hemiheisteria","Tiegh.","1997","338"
"24401","","Hesioda","Vell.","1997","338"
"24407","","Heymassoli","Aubl.","2011","338"
"17826","","Lavallea","Baill.","2008","338"
"17827","","Lavalleopsis","Tiegh.","2008","338"
"17825","","Liriosma","Poepp. & Endl.","1994","338"
"25600","","Malania","Chun & S.K.Lee","","338"
"1998","","Minquartia","Aubl.","","338"
"1999","","Ochanostachys","Mast.","","338"
"2000","","Octoknema","Pierre","","338"
"2001","","Olax","L.","","338"
"2002","","Ongokea","Pierre","","338"
"17823","","Phanerocalyx","S.Moore","1997","338"
"2004","","Phanerodiscus","Cavaco","","338"
"24409","","Pimecaria","Raf.","2011","338"
"24404","","Pseudaleia","Thouars","2001","338"
"2005","","Ptychopetalum","Benth.","","338"
"17824","","Rhaptostylum","Humb. & Bonpl.","1997","338"
"24408","","Rottboelia","Scop.","2011","338"
"17828","","Sagotanthus","Tiegh.","1990","338"
"2006","","Schoepfia","Schreb.","","338"
"17829","","Schoepfiopsis","Miers","2006","338"
"2007","","Scorodocarpus","Becc.","","338"
"24405","","Spermaxyrum","Labill.","2001","338"
"2008","","Strombosia","Blume","","338"
"2009","","Strombosiopsis","Engl.","","338"
"2010","","Tetrastylidium","Engl.","","338"
"2011","","Ximenia","L.","","338"
"25602","","Ximeniopsis","Alain","2011","338"
"7270","","Abeliophyllum","Nakai","","339"
"15263","","Adelia","P.Browne","7274","339"
"14108","","Amarolea","Small","7288","339"
"15295","","Apilia","Raf.","7276","339"
"14109","","Aplilia","Raf.","7276","339"
"14110","","Bigelovia","Sm.","7274","339"
"15334","","Binia","Noronha ex Thouars","7285","339"
"14111","","Bolivaria","Cham. & Schltdl.","7282","339"
"14112","","Bonamica","Vell.","7271","339"
"15338","","Borya","Willd.","7274","339"
"15357","","Busbeckia","Hecart","7292","339"
"14113","","Calycomelia","Kostel.","7276","339"
"15370","","Calyptrospermum","A.Dietr.","7282","339"
"14114","","Campanolea","Gilg & Schellenb.","7271","339"
"14115","","Carpoxis","Raf.","7274","339"
"14116","","Cartrema","Raf.","7288","339"
"14117","","Ceranthus","Schreb.","7271","339"
"7271","","Chionanthus","L.","","339"
"14118","","Chondrospermum","Wall. ex G.Don","7283","339"
"7272","","Comoranthus","Knobl.","","339"
"14119","","Cylindria","Lour.","7271","339"
"14120","","Dekindtia","Gilg","7271","339"
"15443","","Desfontainesia","Hoffmanns.","7273","339"
"14121","","Enaimon","Raf.","7287","339"
"14122","","Esquirolia","H.Lev.","7280","339"
"14123","","Faulia","Raf.","7280","339"
"16884","","Fontainesia","Post & Kuntze","7273","339"
"7273","","Fontanesia","Labill.","","339"
"7274","","Forestiera","Poir.","","339"
"7275","","Forsythia","Vahl","","339"
"14124","","Fraxinoides","Medik.","7276","339"
"7276","","Fraxinus","L.","","339"
"15513","","Freyeria","Scop.","7271","339"
"14125","","Geisarina","Raf.","7274","339"
"14126","","Gymelaea","(Endl.) Spach","7284","339"
"7277","","Haenianthus","Griseb.","","339"
"15549","","Henslowia","Lowe ex DC.","7290","339"
"7278","","Hesperelaea","A.Gray","","339"
"15573","","Jacksonia","Hort. ex Schltdl.","7279","339"
"15574","","Jasminium","Dumort.","7279","339"
"7279","","Jasminum","L.","","339"
"15576","","Keiria","Bowdich","","339"
"14127","","Leptalix","Raf.","7276","339"
"14128","","Leuranthus","Knobl.","7287","339"
"14129","","Ligustridium","Spach","7280","339"
"14130","","Ligustrina","Rupr.","7292","339"
"7280","","Ligustrum","L.","","339"
"14131","","Lilac","Mill.","7292","339"
"15609","","Lilaca","Raf.","7292","339"
"15610","","Liliacum","Renault","7292","339"
"7281","","Linociera","Sw. ex Schreb.","7271","339"
"15621","","Majepea","Post & Kuntze","7271","339"
"15629","","Mannaphorus","Raf.","7276","339"
"14132","","Mayepea","Aubl.","7271","339"
"14133","","Meliopsis","Rchb.","7276","339"
"7282","","Menodora","Bonpl.","","339"
"14134","","Menodoropsis","(A.Gray) Small","7282","339"
"14135","","Minutia","Vell.","7271","339"
"14136","","Mogorium","Juss.","7279","339"
"15661","","Myospyrum","Lindl.","7283","339"
"7283","","Myxopyrum","Blume","","339"
"14137","","Nathusia","Hochst.","7291","339"
"7284","","Nestegis","Raf.","","339"
"14138","","Noldeanthus","Knobl.","7279","339"
"15677","","Noronhaea","Post & Kuntze","7285","339"
"7285","","Noronhia","Stadman ex Thouars","","339"
"7286","","Notelaea","Vent.","","339"
"15678","","Notelea","Raf.","7286","339"
"14139","","Nudilus","Raf.","7274","339"
"7287","","Olea","L.","","339"
"14140","","Ornanthes","Raf.","7276","339"
"14141","","Ornus","Boehm.","7276","339"
"7288","","Osmanthus","Lour.","","339"
"14159","X","Osmarea","Burkwood & Skipwith","7288","339"
"14142","","Pachyderma","Blume","7287","339"
"14143","","Parasyringa","W.W.Sm.","7280","339"
"15698","","Pausia","Raf.","7288","339"
"14144","","Petlomelia","Nieuwl.","7276","339"
"15712","","Phillyraea","Moench","7289","339"
"7289","","Phillyrea","L.","","339"
"15713","","Philyrea","Blume","7289","339"
"14145","","Phlyarodoxa","S.Moore","7280","339"
"15716","","Phyllirea","Duhamel","7289","339"
"7290","","Picconia","DC.","","339"
"14146","","Picricarya","Dennst.","7287","339"
"14148","","Pogenda","Raf.","7287","339"
"14149","","Postuera","Raf.","7286","339"
"14150","","Rangium","Juss.","7275","339"
"14151","","Rhysospermum","C.F.Gaertn.","7286","339"
"14152","","Samarpsea","Raf.","7276","339"
"7291","","Schrebera","Roxb.","","339"
"14153","","Siphonosmanthus","Stapf","7288","339"
"14154","","Steganthus","Knobl.","7287","339"
"14155","","Stereoderma","Blume","7287","339"
"7292","","Syringa","L.","","339"
"7293","","Tessarandra","Miers","","339"
"14156","","Tetrapilus","Lour.","","339"
"15824","","Thuinia","Raf.","7271","339"
"14158","","Visiania","DC.","7280","339"
"13624","","Arthropteris","J.Sm.","","340"
"21882","","Lepidoneuron","Fee","13625","340"
"21883","","Leptopleuron","C.Presl","13625","340"
"21881","","Lindsayoides","Nakai","13625","340"
"13625","","Nephrolepis","Schott","","340"
"21884","","Neuronia","D.Don","13626","340"
"13626","","Oleandra","Cav.","","340"
"21885","","Ophiopteris","Reinw.","13626","340"
"13627","","Psammiosorus","C.Chr.","","340"
"3957","","Olinia","Thunb.","","341"
"24592","","Plectronia","L.","3957","341"
"20869","","Agaosizia","Spach","3960","342"
"20853","","Anogra","Spach","3973","342"
"20854","","Baumannia","Spach","3973","342"
"24519","","Blennoderma","Spach","3973","342"
"3959","","Boisduvalia","Spach","","342"
"20843","","Brebissonia","Spach","3965","342"
"24525","","Burragea","Donn.Sm. & Rose","3968","342"
"20856","","Calylophis","Spach","20855","342"
"20855","","Calylophus","Spach","","342"
"3960","","Camissonia","Link","","342"
"24513","","Carlostephania","Bubani","3961","342"
"20878","","Chamaenerion","Spach","3964","342"
"22566","","Chamerion","(Raf.) Raf.","3964","342"
"16513","","Chylismia","Nutt.","3960","342"
"3961","","Circaea","L.","","342"
"20851","","Clarckia","Pursh","3962","342"
"3962","","Clarkia","Pursh","","342"
"20879","","Cordylophorum","Rydb.","3964","342"
"20870","","Corynostigma","C.Presl","3972","342"
"22654","","Cratericarpium","Spach","3959","342"
"20880","","Crossostigma","Spach","3964","342"
"24515","","Cubospermum","Lour.","3972","342"
"20871","","Danthia","Steud.","3972","342"
"20873","","Dantia","Boehm.","3972","342"
"24518","","Diplandra","Raf.","3972","342"
"3963","","Diplandra","Hook. & Arn.","3971","342"
"20844","","Ellobium","Lilja","3965","342"
"20845","","Encliandra","Zucc.","3965","342"
"3964","","Epilobium","L.","","342"
"20848","","Eucharidium","Fisch. & C.A.Mey.","3962","342"
"20857","","Eulobus","Nutt.","3960","342"
"16509","","Fissendocarpa","(Haines) Bennet","3972","342"
"3965","","Fuchsia","L.","","342"
"20858","","Galpinsia","Britton","20855","342"
"3966","","Gaura","L.","","342"
"20859","","Gaurella","Small","3973","342"
"20876","","Gauridium","Spach","3966","342"
"20852","","Gauropsis","C.Presl","3962","342"
"20860","","Gauropsis","(Torr. & Frem.) Cockerell","3973","342"
"3967","","Gayophytum","A.Juss.","","342"
"16514","","Godetia","Spach","3962","342"
"3968","","Gongylocarpus","Schltdl. & Cham.","","342"
"20863","","Hartmannia","Spach","3973","342"
"3969","","Hauya","Moc. & Sesse ex DC.","","342"
"16510","","Hemifuchsia","Herrera","","342"
"3970","","Heterogaura","Rothr.","","342"
"20861","","Holostigma","Spach","3960","342"
"20872","","Isnardia","L.","3972","342"
"22141","","Jehlia","Rose","3971","342"
"16515","","Jussiaea","L.","3972","342"
"22649","","Kierschlegeria","Spach","3965","342"
"24510","","Kirschlegera","Rchb.","3965","342"
"16516","","Kneiffia","Spach","3973","342"
"20864","","Lavauxia","Spach","3973","342"
"3971","","Lopezia","Cav.","","342"
"3972","","Ludwigia","L.","","342"
"20874","","Ludwigiantha","(Torr. & A.Gray) Small","3972","342"
"20846","","Lyciopsis","Spach","3965","342"
"16517","","Megapterium","Spach","3973","342"
"20862","","Meriolix","Raf. ex Endl.","20855","342"
"20847","","Myrinia","Lilja","3965","342"
"22647","","Nahusia","Schneev.","3965","342"
"24517","","Nemotopyxis","Miq.","3972","342"
"24511","","Ocimastrum","Rupr.","3961","342"
"3973","","Oenothera","L.","","342"
"25155","","Oenotheridium","Reiche","3962","342"
"20865","","Onagra","Mill.","3973","342"
"24521","","Onosuris","Raf.","3973","342"
"24522","","Onosurus","G.Don","3973","342"
"20875","","Oocarpon","Micheli","3972","342"
"20849","","Opsianthes","Lilja","3962","342"
"16518","","Pachylophus","Spach","3973","342"
"22143","","Pelozia","Rose","3971","342"
"20866","","Peniophyllum","Pennell","3973","342"
"20850","","Phaestoma","Spach","3962","342"
"22144","","Pisaura","Bonato","3971","342"
"24516","","Prieuria","DC.","3972","342"
"16511","","Pseudolopezia","Rose","3971","342"
"22653","","Pyrogennema","Lunell","3964","342"
"24514","","Quadricosta","Dulac","3972","342"
"22646","","Quelusia","Vand.","3965","342"
"22652","","Quiliusa","Hook.f.","3965","342"
"16519","","Raimannia","Rose","3973","342"
"24512","","Regmus","Dulac","3961","342"
"16512","","Riesenbachia","C.Presl","3971","342"
"20867","","Salpingia","(Torr. & A.Gray) Raim.","20855","342"
"20877","","Schizocarya","Spach","3966","342"
"22650","","Schufia","Spach","3965","342"
"22142","","Semeiandra","Hook. & Arn.","3971","342"
"22645","","Skinnera","J.R.Forst. & G.Forst.","3965","342"
"22651","","Spachia","Lilja","3965","342"
"24523","","Sphaerostigma","(Ser.) Fisch. & C.A.Mey.","3960","342"
"3974","","Stenosiphon","Spach","","342"
"24524","","Taraxia","(Nutt.) Raim.","3960","342"
"22648","","Thilcum","Molina","3965","342"
"22644","","Tilco","Adans.","3965","342"
"24520","","Usoricum","Lunell","3973","342"
"3975","","Xylonagra","Donn.Sm. & Rose","","342"
"20868","","Xylopleurum","Spach","3973","342"
"3976","","Zauschneria","C.Presl","3964","342"
"2084","","Oncotheca","Baill.","","343"
"13464","","Botrychium","Sw.","","344"
"24116","","Botryopteris","C.Presl","13465","344"
"21554","","Botrypus","Michx.","13464","344"
"21551","","Cheiroglossa","C.Presl","13466","344"
"13465","","Helminthostachys","Kaulf.","","344"
"21555","","Japanobotrychium","Masam.","13464","344"
"21557","","Lunaria","Hill","13464","344"
"21558","","Lunularia","Batsch","13464","344"
"24117","","Ophiala","Desv.","13465","344"
"21552","","Ophioderma","(Blume) Endl.","13466","344"
"13466","","Ophioglossum","L.","","344"
"21559","","Osmundopteris","(J.Milde) Small","13464","344"
"21553","","Rhizoglossum","C.Presl","13466","344"
"21556","","Sceptridium","Lyon","13464","344"
"2012","","Agonandra","Miers ex Hook.f.","","345"
"2013","","Cansjera","Juss.","","345"
"2014","","Champereia","Griff.","","345"
"2015","","Gjellerupia","Lauterb.","","345"
"2016","","Lepionurus","Blume","","345"
"17830","","Leptonium","Griff.","2016","345"
"2017","","Melientha","Pierre","","345"
"2018","","Opilia","Roxb.","","345"
"20354","","Pentarhopalopilia","(Engl.) Hiepko","","345"
"2019","","Rhopalopilia","Pierre","","345"
"2020","","Urobotrya","Stapf","","345"
"10722","","Aa","Rchb.f.","","346"
"10723","","Abdominea","J.J.Sm.","","346"
"22329","","Abola","Lindl.","10852","346"
"22330","","Acacallis","Lindl.","10741","346"
"10724","","Acampe","Lindl.","","346"
"10725","","Acanthephippium","Blume","","346"
"22331","","Acanthoglossum","Blume","11281","346"
"16913","","Acanthophippium","Blume","10725","346"
"10726","","Aceras","R.Br.","","346"
"10727","","Aceratorchis","Schltr.","","346"
"22332","","Achroanthes","Raf.","11156","346"
"22333","","Acianthera","Scheidw.","11305","346"
"10728","","Acianthus","R.Br.","","346"
"23594","X","Acinbreea","Hort.","","346"
"10729","","Acineta","Lindl.","","346"
"22334","","Aclinia","Griff.","10949","346"
"22335","","Acoidium","Lindl.","11489","346"
"10730","","Acoridium","Nees & Meyen","","346"
"10731","","Acostaea","Schltr.","","346"
"22336","","Acraea","Lindl.","11346","346"
"10732","","Acriopsis","Blume","","346"
"22337","","Acroanthes","Raf.","11156","346"
"22338","","Acrochaene","Lindl.","11181","346"
"10733","","Acrolophia","Pfitzer","","346"
"22339","","Acronia","C.Presl","11305","346"
"22340","","Acropera","Lindl.","11057","346"
"25673","","Acrorchis","Dressler","","346"
"22341","","Acrostylia","Frapp. ex Cordem.","10937","346"
"10734","","Ada","Lindl.","","346"
"22342","","Adactylus","Rolfe","10775","346"
"23593","X","Adaglossum","Hort.","","346"
"22343","","Adelopetalum","Fitzg.","10832","346"
"22344","","Adeneleuterophora","Barb.Rodr.","11001","346"
"10735","","Adenochilus","Hook.f.","","346"
"10736","","Adenoncos","Blume","","346"
"22345","","Adenostylis","Blume","11523","346"
"23595","X","Adioda","Hort.","","346"
"22346","","Adnula","Raf.","11268","346"
"10737","","Adrorhizon","Hook.f.","","346"
"22347","","Aeonia","Lindl.","11225","346"
"10738","","Aerangis","Rchb.f.","","346"
"10739","","Aeranthes","Lindl.","","346"
"23596","X","Aerasconetia","Hort.","","346"
"23597","X","Aeridachnis","Hort.","","346"
"10740","","Aerides","Lour.","","346"
"23598","X","Aeridisia","Hort.","","346"
"23599","X","Aeriditis","Hort.","","346"
"22348","","Aeridium","Salisb.","10740","346"
"23600","X","Aeridocentrum","Hort.","","346"
"23601","X","Aeridochilus","Hort.","","346"
"23602","X","Aeridofinetia","Hort.","","346"
"23603","X","Aeridoglossum","Hort.","","346"
"23604","X","Aeridopsis","Hort.","","346"
"22349","","Aeridostachya","(Hook.f.) Brieger","11018","346"
"23605","X","Aeridovanda","Hort.","","346"
"23606","X","Aeridovanisia","Hort.","","346"
"22350","","Aerobion","Kaempf. ex Spreng.","10761","346"
"22351","","Aetheria","Blume ex Endl.","11450","346"
"10741","","Aganisia","Lindl.","","346"
"22352","","Aggeianthus","Wight","11323","346"
"10742","","Aglossorhyncha","Schltr.","","346"
"10743","","Agrostophyllum","Blume","","346"
"23607","X","Aitkenara","Hort.","","346"
"10744","","Alamania","Lex.","","346"
"23608","X","Alexanderara","Hort.","","346"
"23609","X","Aliceara","Hort.","","346"
"22353","","Alipsea","Hoffmanns.","11141","346"
"22354","","Alismorkis","Thouars","10837","346"
"23610","X","Allenara","Hort.","","346"
"10745","","Allochilus","Gagnep.","11058","346"
"10746","","Altensteinia","Kunth","","346"
"22355","","Alvisia","Lindl.","11018","346"
"22356","","Amalia","Rchb.","11123","346"
"10747","","Amblostoma","Scheidw.","","346"
"25619","","Amblyanthe","Rauschert","10949","346"
"22357","","Amblyglottis","Blume","10837","346"
"10748","","Ambrella","H.Perrier","","346"
"10749","","Amerorchis","Hulten","","346"
"22358","","Amesia","A.Nelson & J.F.Macbr.","11015","346"
"10750","","Amesiella","Schltr. ex Garay","","346"
"10751","","Amitostigma","Schltr.","","346"
"10752","","Amparoa","Schltr.","","346"
"10753","","Amphigena","Rolfe","","346"
"22359","","Amphiglottis","Salisb.","11012","346"
"22360","","Amphorchis","Thouars","10937","346"
"24070","X","Anacamptiplatanthera","E.G.Camus","","346"
"10754","","Anacamptis","Rich.","","346"
"24071","X","Anacamptorchis","E.G.Camus","","346"
"22361","","Anacheilium","Hoffmanns.","11012","346"
"22362","","Anathallis","Barb.Rodr.","11305","346"
"10755","","Ancistrochilus","Rolfe","","346"
"10756","","Ancistrorhynchus","Finet","","346"
"23530","","Andreettaea","Luer","11305","346"
"23611","X","Andrewara","Hort.","","346"
"10758","","Androchilus","Liebm. ex Hartm.","","346"
"10759","","Androcorys","Schltr.","","346"
"22364","","Androgyne","Griff.","11253","346"
"22365","","Anectochilus","Blume","10765","346"
"22366","","Angorchis","Thouars","10761","346"
"23612","X","Angraecentrum","Hort.","","346"
"10760","","Angraecopsis","Kraenzl.","","346"
"23613","X","Angraecostylis","Hort.","","346"
"10761","","Angraecum","Bory","","346"
"23614","X","Angraeorchis","Hort.","","346"
"23615","X","Angrangis","Hort.","","346"
"23616","X","Angranthes","Hort.","","346"
"10762","","Anguloa","Ruiz & Pav.","","346"
"23617","X","Angulocaste","Hort.","","346"
"22367","","Ania","Lindl.","","346"
"22368","","Anisopetalum","Hook.","10832","346"
"22369","","Anistylis","Raf.","11141","346"
"10764","","Ankylocheilos","Summerh.","11464","346"
"14282","","Anneliesia","Brieger & Luckel","","346"
"22993","","Anocheile","Hoffmanns. ex Rchb.","11012","346"
"17353","","Anochilus","Rolfe","","346"
"10765","","Anoectochilus","Blume","","346"
"23618","X","Anoectomaria","Hort.","","346"
"22371","","Anota","Schltr.","11371","346"
"10766","","Ansellia","Lindl.","","346"
"23619","X","Ansidium","Hort.","","346"
"25633","","Anteriorchis","E.Klein & Strack","11232","346"
"22372","","Anthericlis","Raf.","11481","346"
"10767","","Anthogonium","Wall. ex Lindl.","","346"
"22373","","Anthogyas","Raf.","10812","346"
"10768","","Anthosiphon","Schltr.","","346"
"10769","","Anticheirostylis","Fitzg.","11329","346"
"10770","","Antillanorchis","Garay","","346"
"22374","","Aopla","Lindl.","11078","346"
"22992","","Apation","Blume","11141","346"
"22375","","Apatostelis","Garay","11443","346"
"22376","","Apaturia","Lindl.","11250","346"
"22377","","Apetalon","Wight","10960","346"
"10772","","Aphyllorchis","Blume","","346"
"22378","","Apista","Blume","11310","346"
"10773","","Aplectrum","(Nutt.) Torr.","","346"
"10774","","Aporostylis","Rupp & Hatch","","346"
"22380","","Aporum","Blume","10949","346"
"10775","","Apostasia","Blume","","346"
"10776","","Appendicula","Blume","","346"
"23620","X","Aracampe","Hort.","","346"
"25623","","Aracamunia","Carnevali & I.Ramirez","","346"
"22991","","Arachnanthe","Blume","10777","346"
"10777","","Arachnis","Blume","","346"
"22381","","Arachnites","F.W.Schmidt","11230","346"
"23621","X","Arachnoglossum","Hort.","","346"
"23622","X","Arachnoglottis","Hort.","","346"
"23623","X","Arachnopsis","Hort.","","346"
"23624","X","Arachnostylis","Hort.","","346"
"23625","X","Aranda","Hort.","","346"
"23626","X","Aranthera","Hort.","","346"
"10778","","Archineottia","S.C.Chen","","346"
"10779","","Arethusa","L.","","346"
"22382","","Argyrorchis","Blume","11153","346"
"22383","","Arhynchium","Lindl. & Paxton","10780","346"
"22384","","Arietinum","Beck","10940","346"
"22385","","Arisanorchis","Hayata","10874","346"
"22386","","Aristolelea","Lour.","11440","346"
"23627","X","Arizara","Hort.","","346"
"10780","","Armodorum","Breda","","346"
"22990","","Arnedina","Rchb.f.","10785","346"
"10781","","Arnottia","A.Rich.","","346"
"10782","","Arpophyllum","Lex.","","346"
"22387","","Arthrochilium","Beck","11015","346"
"10783","","Arthrochilus","F.Muell.","","346"
"22388","","Artomeria","Breda","11018","346"
"10784","","Artorima","Dressler & G.E.Pollard","","346"
"10785","","Arundina","Blume","","346"
"22389","","Asarca","Lindl.","10881","346"
"23628","X","Ascandopsis","Hort.","","346"
"17354","","Ascidieria","Seidenf.","","346"
"23629","X","Ascocenda","Hort.","","346"
"10786","","Ascocentrum","Schltr. ex J.J.Sm.","","346"
"10787","","Ascochilopsis","Carr","","346"
"17355","","Ascochilus","Ridl.","","346"
"23630","X","Ascocleinetia","Hort.","","346"
"23631","X","Ascofinetia","Hort.","","346"
"23632","X","Ascogastisia","Hort.","","346"
"10788","","Ascoglossum","Schltr.","","346"
"23633","X","Ascoglottis","Hort.","","346"
"25636","","Ascolabium","S.S.Ying","10786","346"
"23634","X","Asconopsis","Hort.","","346"
"23635","X","Ascorachnis","Hort.","","346"
"22299","","Ascotainia","Ridl.","11466","346"
"23636","X","Ascovandoritis","Hort.","","346"
"10789","","Aspasia","Lindl.","","346"
"23637","X","Aspasium","Hort.","","346"
"22391","","Aspegrenia","Poepp. & Endl.","11220","346"
"10790","","Aspidogyne","Garay","","346"
"22989","","Aspla","Rchb.","11078","346"
"23638","X","Aspodonia","Hort.","","346"
"23639","X","Aspoglossum","Hort.","","346"
"22392","","Astroglossus","Rchb. ex Benth.","11444","346"
"22393","","Ate","Lindl.","11068","346"
"22394","","Auliza","Small","11012","346"
