"synonym_id","genus_id"
1242,1303
1243,1303
1244,1341
1245,1320
1246,1320
1247,1320
1248,1320
1249,1320
1250,1320
1251,1320
1252,1320
1253,1320
1254,1320
1372,1373
1374,1785
1375,1927
1376,1740
1377,1740
1378,1817
1379,1819
1380,1819
1381,1819
1382,1819
1383,1819
1384,1819
1385,1819
1386,1819
1387,1819
1388,1819
1389,1819
1390,1819
1391,1819
1392,1928
1393,1650
1394,1902
1395,1820
1396,1603
1397,1603
1398,1729
1399,1647
1400,1937
1401,1824
1402,1977
1403,1826
1404,1826
1405,1826
1406,1827
1407,1827
1408,1827
1409,1828
1410,1829
1411,1830
1412,1831
1413,1831
1414,1831
1415,1831
1416,1696
1417,1745
1418,1979
1419,1834
1420,1834
1421,1676
1422,1689
1423,1929
1424,1929
1425,1929
1426,1929
1427,1929
1428,1929
1429,1929
1430,1929
1431,1929
1432,1929
1433,1929
1434,1929
1435,1929
1436,1929
1437,1929
1438,1929
1439,1929
1440,1929
1441,1894
1442,1894
1443,1837
1444,1837
1445,1837
1446,1678
1447,1712
1448,1712
1449,1691
1450,1780
1451,1987
1452,1987
1453,1792
1454,1777
1455,1574
1456,1574
1457,1980
1458,1840
1459,1840
1460,1840
1461,1840
1462,1840
1463,1840
1464,1840
1465,1840
1466,1840
1467,1840
1468,1668
1469,1668
1470,1786
1471,1720
1472,1714
1473,1682
1474,1970
1475,1841
1476,1648
1477,1643
1478,1637
1479,1930
1480,1866
1481,1866
1482,1867
1483,1844
1484,1845
1485,1845
1486,1845
1487,1845
1488,1845
1489,1845
1490,1433
1491,1433
1492,1433
1493,1433
1494,1433
1495,1433
1496,1717
1497,1748
1498,1434
1499,1956
1500,1956
1501,1956
1502,1885
1503,1846
1504,1846
1505,1846
1506,1846
1507,1846
1508,1936
1509,1931
1510,1931
1511,1932
1512,1813
1513,1813
1514,1813
1515,1859
1516,1847
1517,1847
1518,1958
1519,1940
1520,1940
1521,1940
1522,1848
1523,1848
1524,1848
1525,1848
1526,1848
1527,1848
1528,1848
1529,1848
1530,1848
1531,1848
1532,1972
1533,1770
1534,1670
1535,1670
1536,1953
1537,1849
1538,1849
1539,1849
1540,1849
1541,1849
1542,1849
1543,1849
1544,1849
1545,1849
1546,1750
1547,1750
1548,1750
1549,1750
1550,1750
1551,1750
1552,1439
1553,1439
1554,1685
1555,1860
1556,1860
1557,1964
1558,1719
1559,1933
1560,1933
1561,1965
1562,1850
1563,1686
1564,1686
1565,1851
1566,1963
1567,1852
1568,1852
1569,1853
1570,1853
1571,1853
1572,1853
1573,1853
1574,1853
1575,1883
1576,1934
1577,1935
1578,1440
1579,1437
1580,1437
1581,1437
1582,1857
1583,1487
1584,1858
1585,1858
1586,1858
1587,1752
1588,1778
1589,1754
1991,2542
1992,2498
1993,2438
1994,2676
1995,2676
1996,2546
1997,2615
1998,2615
1999,2615
2000,2615
2001,2615
2002,2423
2003,2423
2004,2424
2005,2424
2006,2600
2007,2397
2008,2547
2009,2547
2010,2441
2011,2441
2012,2548
2013,2548
2014,2548
2015,2548
2016,2548
2017,2548
2018,2548
2019,2548
2020,2548
2021,2548
2022,2574
2023,2574
2024,2574
2025,2616
2026,2398
2027,2398
2028,2398
2029,2687
2030,2455
2031,2617
2032,2617
2033,2617
2034,2617
2035,2617
2036,2617
2037,2617
2038,2617
2039,2617
2040,2617
2041,2617
2042,2617
2043,2667
2044,2667
2045,2619
2046,2619
2047,2619
2048,2619
2049,2619
2050,2619
2051,2619
2052,2619
2053,2619
2054,2619
2055,2619
2056,2619
2057,2619
2058,2619
2059,2619
2060,2619
2061,2499
2062,2551
2063,2685
2064,2435
2065,2500
2066,2695
2067,2472
2068,2484
2069,2410
2070,2553
2071,2553
2072,2553
2073,2553
2074,2553
2075,2553
2076,2553
2077,2553
2078,2553
2079,2553
2080,2553
2081,2553
2082,2553
2083,2553
2084,2553
2085,2553
2086,2553
2087,2553
2088,2553
2089,2553
2090,2553
2091,2553
2092,2553
2093,2691
2094,2621
2095,2621
2096,2621
2097,2621
2098,2621
2099,2621
2100,2621
2101,2621
2102,2622
2103,2622
2104,2622
2105,2179
2106,2179
2107,2179
2108,2179
2109,2509
2110,2048
2111,2596
2112,2539
2113,2697
2114,2697
2115,2670
2116,2493
2117,2502
2118,2502
2119,2479
2120,2479
2121,2479
2122,2479
2123,2578
2124,2578
2125,2182
2126,2182
2127,2693
2128,2693
2129,2693
2130,2625
2131,2675
2132,2627
2133,2627
2134,2627
2135,2627
2136,2627
2137,2627
2138,2627
2139,2627
2140,2627
2141,2650
2142,2650
2143,2650
2144,2629
2145,2629
2146,2282
2147,2436
2148,2532
2149,2501
2150,2501
2151,2437
2152,2437
2153,2516
2154,2595
2155,2595
2156,2595
2157,2595
2158,2400
2159,2613
2160,2571
2161,2217
2162,2523
2163,2401
2164,2401
2165,2401
2166,2563
2167,2563
2168,2563
2169,2563
2170,2563
2171,2633
2172,2633
2173,2633
2174,2633
2175,2633
2176,2633
2177,2633
2178,2633
2179,2633
2180,2633
2181,2633
2182,2633
2183,2633
2184,2633
2185,2633
2186,2633
2187,2633
2188,2633
2189,2402
2190,2412
2191,2412
2192,2412
2193,2412
2194,2412
2195,2412
2196,2412
2197,2412
2198,2412
2199,2412
2200,2412
2201,2412
2202,2412
2203,2412
2204,2412
2205,2412
2206,2412
2207,2412
2208,2412
2209,2412
2210,2412
2211,2412
2212,2412
2213,2412
2214,2412
2215,2412
2216,2412
2217,2412
2218,2412
2219,2412
2220,2412
2221,2412
2222,2412
2223,2412
2224,2459
2225,2528
2226,2528
2227,2528
2228,2528
2229,2634
2230,2635
2231,2635
2232,2635
2233,2635
2234,2635
2235,2635
2236,2635
2237,2635
2238,2591
2239,2415
2240,2460
2241,2564
2242,2564
2243,2707
2244,2660
2245,2544
2246,2530
2247,2530
2248,2530
2249,2530
2250,2530
2251,2427
2252,2427
2253,2427
2254,2427
2255,2699
2256,2408
2257,2510
2258,2510
2259,2510
2260,2510
2261,2510
2262,2510
2263,2510
2264,2463
2265,2463
2266,2637
2267,2637
2268,2637
2269,2637
2270,2476
2271,2429
2272,2487
2273,2639
2274,2639
2275,2639
2276,2639
2277,2639
2278,2662
2279,2686
2280,2689
2281,2689
2282,2647
2283,2647
2284,2464
2285,2555
2286,2555
2287,2465
2288,2482
2289,2566
2290,2540
2291,2540
2292,2540
2293,2640
2294,2430
2295,2430
2296,2417
2297,2417
2298,2641
2299,2641
2300,2641
2301,2058
2302,2051
2303,2557
2304,2557
2305,2557
2306,2557
2307,2557
2308,2557
2309,2642
2310,2642
2311,2642
2312,2089
2313,2089
2314,2490
2315,2490
2316,2404
2317,2514
2318,2558
2319,2683
2320,2452
2321,2452
2322,2452
2323,2452
2324,2452
2325,2559
2326,2559
2327,2559
2328,2559
2329,2559
2330,2559
2331,2559
2332,2559
2333,2559
2334,2559
2335,2559
2336,2559
2337,2559
2338,2559
2339,2559
2340,2559
2341,2559
2342,2559
2343,2559
2344,2559
2345,2559
2346,2559
2347,2559
2348,2559
2349,2559
2350,2559
2351,2559
2352,2559
2353,2559
2354,2422
2355,2470
2356,2470
2357,2470
2358,2692
2359,2450
2360,2560
2361,2560
2362,2545
2363,2545
2364,2519
2365,2519
2366,2644
2367,2644
2368,2644
2369,2644
2370,2644
2371,2644
2372,2644
2373,2644
2374,2644
2375,2651
2376,2651
2377,2651
2378,2651
2379,2651
2380,2651
2381,2651
2382,2651
2383,2030
2384,2446
2385,2702
2386,2702
2387,2702
2388,2678
2389,2678
2390,2716
2391,2652
2392,2652
2393,2652
2394,2645
2395,2645
2396,2645
2720,2721
2722,2723
2731,2734
2732,2734
2733,2734
2735,2908
2736,2908
2737,2803
2738,2803
2739,2803
2740,2803
2741,2803
2742,2803
2743,2871
2744,2875
2745,2876
2746,2864
2747,2843
2748,2843
2749,2843
2750,2843
2751,2830
2752,2830
2753,2834
2754,2821
2755,2821
2756,2879
2757,2913
2758,2913
2759,2880
2760,2814
2761,2882
2762,2836
2763,2836
2764,2804
2765,2828
2766,2828
2767,2887
2768,2887
2769,2837
2770,2891
2771,2891
2772,2808
2773,2892
2774,2893
2775,2852
2776,2852
2777,2852
2778,2896
2779,2825
2780,2861
2781,2914
2782,2827
2783,2899
2784,2866
2785,2841
2786,2819
2787,2901
2788,2802
2789,2802
2790,2902
2791,2902
2792,2902
2793,2903
2794,2904
2795,2826
2796,2826
2797,2905
2798,2909
2915,3014
2916,3014
2917,3014
2918,3014
2919,3014
2920,3014
2921,2988
2922,2988
2923,2994
2924,2994
2925,2994
2926,2994
2927,3029
2928,2996
2929,2996
2930,3017
2931,2997
2932,2997
2933,2989
2934,2992
2935,2992
2936,3019
2937,3008
2938,3008
2939,3008
2940,3008
2941,2998
2942,3020
2943,3020
2944,3020
2945,3016
2946,3009
2947,3009
2948,3009
2949,3009
2950,3009
2951,3009
2952,3009
2953,3009
2954,3009
2955,3009
2956,3009
2957,3009
2958,3009
2959,3012
2960,3010
2961,3010
2962,3010
2963,3010
2964,3010
2965,3010
2966,3010
2967,3010
2968,3010
2969,3010
2970,3010
2971,3010
2972,3010
2973,3010
2974,3010
2975,3010
2976,3010
2977,3010
2978,3010
2979,3010
2980,3007
2981,2986
2982,2986
2983,3024
2984,3031
3033,3039
3034,3038
3035,3038
3036,3038
3037,3038
3041,3352
3042,3352
3043,3352
3044,3402
3045,3439
3046,3439
3047,3439
3048,3415
3049,3415
3050,3341
3051,3390
3052,3390
3053,3388
3054,3388
3055,3353
3056,3325
3057,3325
3058,3325
3059,3386
3060,3386
3061,3386
3062,3386
3063,3386
3064,3386
3065,3386
3066,3386
3067,3375
3068,3375
3069,3375
3070,3375
3071,3375
3072,3437
3073,3437
3074,3437
3075,3391
3076,3412
3077,3412
3078,3392
3079,3392
3080,3392
3081,3392
3082,3392
3083,3392
3084,3392
3085,3288
3086,3327
3087,3393
3088,3298
3089,3298
3090,3440
3091,3440
3092,3440
3093,3440
3094,3440
3095,3440
3096,3440
3097,3440
3098,3440
3099,3440
3100,3440
3101,3440
3102,3440
3103,3440
3104,3440
3105,3394
3106,3394
3107,3310
3108,3310
3109,3274
3110,3355
3111,3355
3112,3355
3113,3429
3114,3429
3115,3429
3116,3429
3117,3429
3118,3395
3119,3395
3120,3413
3121,3413
3122,3396
3123,3396
3124,3290
3125,3299
3126,3299
3127,3369
3128,3369
3129,3370
3130,3403
3131,3356
3132,3343
3133,3343
3134,3446
3135,3446
3136,3446
3137,3416
3138,3416
3139,3416
3140,3416
3141,3416
3142,3416
3143,3416
3144,3416
3145,3416
3146,3416
3147,3416
3148,3416
3149,3416
3150,3374
3151,3374
3152,3404
3153,3404
3154,3404
3155,3357
3156,3357
3157,3441
3158,3441
3159,3441
3160,3441
3161,3441
3162,3430
3163,3430
3164,3430
3165,3275
3166,3275
3167,3345
3168,3345
3169,3345
3170,3345
3171,3345
3172,3345
3173,3345
3174,3345
3175,3317
3176,3317
3177,3318
3178,3318
3179,3318
3180,3427
3181,3358
3182,3332
3183,3387
3184,3300
3185,3294
3186,3308
3187,3444
3188,3444
3189,3359
3190,3422
3191,3422
3192,3435
3193,3319
3194,3398
3195,3398
3196,3194
3197,3316
3198,3316
3199,3425
3200,3277
3201,3311
3202,3311
3203,3433
3204,3408
3205,3447
3206,3447
3207,3447
3208,3447
3209,3361
3210,3397
3211,3397
3212,3397
3213,3397
3214,3397
3215,3280
3216,3280
3217,3428
3218,3428
3219,3428
3220,3297
3221,3297
3222,3297
3223,3337
3224,3337
3225,3432
3226,3372
3227,3372
3228,3389
3229,3389
3230,3389
3231,3389
3232,3389
3233,3305
3234,3305
3235,3401
3236,3431
3237,3264
3238,3424
3239,3338
3240,3336
3241,3409
3242,3409
3243,3409
3244,3409
3245,3409
3246,3409
3247,3409
3248,3362
3249,3362
3250,3434
3251,3410
3252,3364
3253,3364
3254,3364
3255,3426
3256,3426
3257,3426
3258,3366
3259,3421
3260,3421
3261,3421
3262,3421
3263,3421
3448,3465
3449,3465
3450,3465
3451,3465
3452,3465
3453,3465
3454,3466
3455,3466
3456,3466
3457,3466
3458,3469
3459,3469
3460,3469
3461,3469
3462,3469
3463,3469
3464,3469
3470,3484
3471,3485
3472,3485
3473,3485
3474,3480
3475,3487
3476,3486
3477,3486
3478,3474
3479,3474
3480,3474
3481,3474
3490,3523
3491,3523
3492,3523
3493,3523
3494,3523
3495,3523
3496,3523
3497,3523
3498,3523
3499,3523
3500,3523
3501,3523
3502,3523
3503,3523
3504,3523
3505,3523
3506,3523
3507,3523
3508,3523
3509,3523
3510,3523
3511,3523
3512,3523
3513,3523
3514,3523
3515,3523
3516,3523
3517,3523
3518,3523
3519,3523
3520,3523
3521,3523
3528,5033
3529,5033
3530,5033
3531,5367
3532,4735
3533,5296
3534,4454
3535,4400
3536,5341
3537,5341
3538,4719
3539,4427
3540,5035
3541,5035
3542,5035
3543,5035
3544,5359
3545,4614
3546,5038
3547,4939
3548,3992
3549,4855
3550,5039
3551,4618
3552,3772
3553,3723
3554,5641
3555,5641
3556,5040
3557,5666
3558,5666
3559,5666
3560,5041
3561,5342
3562,5042
3563,5042
3564,5042
3565,5042
3566,5042
3567,5042
3568,4236
3569,5209
3570,5209
3571,5209
3572,5209
3573,5043
3574,5043
3575,5043
3576,5043
3577,5043
3578,5043
3579,5043
3580,5043
3581,5043
3582,5043
3583,5043
3584,5043
3585,5043
3586,5043
3587,5043
3588,5043
3589,5043
3590,5043
3591,5043
3592,5043
3593,5043
3594,5043
3595,5043
3596,5043
3597,5043
3598,5043
3599,5043
3600,5043
3601,5043
3602,5043
3603,5043
3604,5043
3605,5043
3606,5043
3607,5044
3608,5044
3609,5044
3610,5045
3611,5045
3612,5045
3613,5045
3614,5045
3615,5045
3616,5223
3617,5004
3618,5004
3619,5249
3620,3602
3621,4732
3622,4570
3623,5049
3624,5049
3625,5049
3626,5049
3627,5049
3628,4629
3629,4629
3630,4629
3631,5281
3632,5195
3633,4948
3634,4948
3635,4948
3636,4948
3637,4459
3638,4459
3639,4733
3640,4733
3641,4733
3642,5051
3643,5051
3644,5051
3645,5051
3646,5650
3647,4355
3648,5349
3649,4632
3650,4785
3651,4951
3652,3661
3653,3661
3654,3661
3655,5053
3656,5054
3657,5054
3658,4461
3659,4278
3660,4278
3661,5056
3662,5056
3663,5350
3664,5391
3665,5058
3666,5058
3667,5058
3668,5058
3669,5058
3670,5058
3671,5058
3672,5058
3673,5058
3674,5058
3675,5058
3676,5058
3677,5058
3678,5058
3679,5058
3680,4944
3681,4464
3682,4417
3683,5472
3684,5472
3685,4634
3686,4634
3687,4634
3688,5210
3689,5210
3690,3668
3691,4635
3692,4635
3693,4635
3694,3583
3695,5649
3696,5649
3697,5649
3698,4358
3699,5060
3700,5060
3701,5060
3702,5060
3703,3885
3704,5489
3705,5247
3706,5247
3707,3954
3708,5211
3709,5211
3710,4742
3711,4742
3712,3624
3713,3624
3714,3624
3715,3624
3716,3624
3717,3624
3718,5065
3719,4469
3720,4469
3721,4469
3722,4469
3723,4469
3724,4469
3725,4787
3726,3927
3727,5066
3728,5066
3729,5066
3730,5066
3731,5066
3732,5066
3733,3869
3734,4394
3735,4394
3736,5067
3737,5067
3738,4985
3739,5565
3740,4167
3741,4167
3742,4167
3743,5252
3744,4473
3745,4473
3746,4284
3747,5642
3748,4475
3749,4640
3750,4640
3751,4640
3752,4786
3753,4786
3754,4786
3755,4557
3756,4557
3757,5069
3758,5071
3759,4479
3760,4479
3761,4480
3762,5134
3763,5134
3764,5134
3765,5134
3766,3864
3767,3864
3768,3864
3769,5072
3770,5072
3771,5072
3772,5072
3773,5072
3774,5072
3775,5072
3776,5072
3777,5072
3778,5072
3779,5072
3780,5072
3781,5006
3782,5006
3783,5006
3784,4481
3785,5493
3786,5493
3787,4362
3788,5230
3789,5230
3790,5230
3791,5230
3792,5230
3793,5230
3794,5158
3795,4482
3796,5074
3797,5074
3798,5074
3799,5074
3800,5074
3801,5074
3802,5074
3803,5074
3804,5074
3805,5074
3806,5074
3807,4646
3808,4646
3809,4646
3810,4646
3811,3576
3812,3576
3813,4446
3814,3800
3815,4841
3816,5174
3817,5174
3818,5174
3819,5174
3820,5174
3821,3805
3822,3578
3823,3578
3824,5473
3825,5473
3826,5473
3827,5075
3828,5075
3829,4488
3830,4488
3831,4489
3832,4489
3833,4489
3834,5183
3835,4490
3836,4490
3837,4490
3838,5077
3839,5077
3840,5077
3841,5077
3842,5077
3843,4491
3844,4987
3845,4987
3846,4987
3847,4819
3848,5366
3849,4193
3850,4255
3851,5678
3852,4292
3853,5494
3854,5007
3855,5007
3856,5007
3857,5138
3858,4497
3859,4497
3860,4497
3861,4497
3862,4497
3863,4497
3864,4497
3865,4497
3866,4497
3867,4497
3868,4497
3869,4497
3870,4497
3871,5080
3872,5080
3873,5080
3874,5081
3875,5213
3876,5213
3877,5213
3878,5213
3879,5213
3880,5213
3881,5213
3882,5213
3883,5213
3884,5213
3885,5213
3886,5693
3887,5693
3888,5693
3889,5693
3890,5254
3891,5254
3892,4651
3893,4651
3894,4364
3895,5082
3896,5082
3897,5082
3898,5661
3899,5661
3900,5661
3901,5482
3902,4505
3903,5164
3904,4223
3905,4507
3906,4507
3907,4507
3908,4507
3909,4507
3910,5085
3911,5085
3912,5085
3913,5085
3914,5085
3915,5085
3916,5085
3917,4508
3918,5086
3919,5086
3920,5086
3921,4365
3922,4509
3923,4509
3924,5087
3925,4448
3926,4448
3927,4448
3928,4409
3929,4510
3930,4510
3931,4510
3932,4510
3933,4510
3934,4510
3935,4510
3936,3931
3937,4150
3938,5214
3939,5214
3940,4338
3941,4338
3942,5516
3943,5088
3944,5088
3945,5088
3946,5088
3947,5088
3948,5088
3949,5088
3950,5088
3951,5088
3952,5088
3953,5088
3954,5088
3955,5089
3956,4657
3957,4514
3958,4514
3959,4515
3960,4858
3961,4858
3962,4516
3963,5090
3964,5090
3965,5090
3966,5090
3967,5142
3968,4567
3969,4567
3970,5215
3971,5215
3972,5009
3973,5009
3974,4519
3975,4519
3976,4519
3977,4520
3978,4520
3979,5186
3980,5186
3981,3980
3982,4521
3983,5238
3984,5238
3985,5238
3986,5238
3987,5228
3988,5228
3989,5228
3990,5228
3991,5228
3992,5228
3993,5239
3994,4661
3995,4661
3996,5093
3997,5093
3998,4721
3999,4721
4000,4721
4001,5463
4002,5143
4003,4443
4004,4711
4005,4711
4006,4711
4007,4711
4008,4711
4009,4711
4010,5010
4011,5010
4012,5680
4013,5680
4014,4523
4015,4523
4016,4989
4017,4989
4018,4668
4019,5605
4020,4565
4021,4418
4022,4418
4023,4418
4024,4859
4025,4859
4026,4859
4027,4578
4028,5566
4029,4672
4030,4926
4031,5681
4032,5208
4033,5098
4034,5098
4035,5098
4036,5098
4037,5098
4038,5099
4039,5099
4040,4371
4041,4371
4042,3883
4043,3883
4044,5011
4045,5012
4046,5533
4047,3779
4048,5100
4049,4532
4050,5013
4051,4373
4052,4373
4053,4373
4054,4582
4055,5513
4056,5216
4057,4675
4058,5147
4059,5147
4060,5103
4061,4534
4062,5476
4063,3671
4064,4378
4065,4378
4066,4536
4067,4536
4068,5002
4069,4744
4070,4540
4071,4540
4072,4304
4073,4304
4074,3759
4075,5464
4076,3879
4077,3879
4078,4141
4079,4141
4080,4935
4081,4935
4082,4678
4083,4734
4084,4542
4085,4780
4086,4780
4087,4679
4088,5259
4089,5344
4090,5466
4091,5643
4092,4724
4093,5645
4094,5645
4095,5645
4096,5645
4097,3887
4098,3887
4099,3846
4100,5023
4101,5106
4102,5106
4103,4832
4104,4684
4105,4685
4106,4685
4107,5151
4108,5613
4109,5613
4110,5467
4111,5576
4112,5109
4113,5109
4114,5109
4115,5109
4116,5110
4117,5110
4118,5110
4119,5110
4120,5110
4121,5110
4122,5110
4123,5110
4124,5110
4125,5110
4126,5110
4127,5110
4128,5110
4129,5110
4130,5110
4131,5110
4132,5110
4133,5110
4134,5110
4135,5110
4136,5110
4137,5110
4138,5110
4139,5110
4140,5110
4141,5110
4142,5110
4143,5110
4144,5110
4145,5110
4146,5110
4147,5110
4148,5110
4149,5110
4150,5111
4151,5111
4152,5111
4153,5112
4154,5112
4155,5299
4156,4857
4157,4857
4158,5497
4159,5114
4160,5114
4161,5114
4162,5114
4163,5477
4164,5115
4165,5115
4166,5115
4167,5115
4168,5115
4169,5115
4170,5115
4171,5115
4172,5647
4173,5116
4174,5260
4175,5274
4176,5274
4177,5117
4178,5154
4179,5261
4180,5261
4181,4561
4182,4561
4183,5453
4184,5453
4185,5453
4186,5190
4187,5578
4188,4393
4189,4307
4190,5119
4191,5119
4192,5120
4193,5120
4194,5120
4195,5120
4196,5120
4197,5122
4198,5155
4199,5017
4200,5017
4201,4377
4202,4725
4203,4552
4204,5124
4205,5577
4206,5522
4207,4782
4208,4782
4209,5126
4210,5126
4211,5126
4212,5126
4213,5126
4214,5518
4215,5518
4216,5518
4217,5518
4218,5518
4219,5518
4220,5518
4221,5518
4222,5665
4223,4993
4224,4993
4225,4993
4226,4993
4227,4993
4228,4993
4229,4333
4230,4553
4231,4940
4232,4940
4233,4934
4234,4934
4235,4934
4236,4934
4237,4994
4238,4994
4239,5234
4240,5264
4241,5264
4242,3884
4243,4949
4244,4554
4245,4554
4246,4554
4247,4554
4248,5300
4249,5300
4250,5128
4251,5128
4252,5128
5695,5702
5705,5719
5706,5717
5724,5728
5725,5728
5726,5728
5731,5735
5732,5735
5733,5734
5739,5751
5740,5751
5741,5751
5742,5751
5743,5751
5744,5751
5745,5751
5746,5751
5747,5751
5748,5751
5749,5751
5750,5751
5753,5764
5754,5764
5755,5765
5756,5759
5757,5767
5758,5767
5777,5782
5778,5782
5779,5782
5784,5969
5785,5969
5786,5962
5787,5962
5788,5962
5789,5962
5790,5962
5791,5962
5792,5962
5793,5962
5794,5962
5795,5962
5796,5962
5797,5962
5798,5962
5799,5973
5800,5973
5801,5970
5802,5970
5803,5970
5804,5970
5805,5963
5806,5963
5807,5963
5808,5963
5809,5963
5810,5963
5811,5963
5812,5963
5813,5963
5814,5963
5815,5963
5816,5980
5817,5964
